Equipment number;CNB0100003974;;;Life(%);94
Time;Eq. NO2 (oxidant gases) Level (µg/m3);Bat.(mV) ;Temp. °C;Humidity %;
19/06/2018 19:05:00;13.398;4140;27;46;
19/06/2018 19:06:00;5.742;4140;27;46;
19/06/2018 19:07:00;11.484;4140;27;46;
19/06/2018 19:08:00;11.484;4140;27;46;
19/06/2018 19:09:00;9.57;4140;27;46;
19/06/2018 19:10:00;9.57;4140;27;46;
19/06/2018 19:11:00;9.57;4140;27;46;
19/06/2018 19:12:00;7.656;4140;27;46;
19/06/2018 19:13:00;9.57;4120;27;46;
19/06/2018 19:14:00;9.57;4120;27;46;
19/06/2018 19:15:00;11.484;4120;27;46;
19/06/2018 19:16:00;13.398;4120;27;46;
19/06/2018 19:17:00;13.398;4120;27;46;
19/06/2018 19:18:00;9.57;4120;27;46;
19/06/2018 19:19:00;13.398;4120;27;46;
19/06/2018 19:20:00;11.484;4120;27;46;
19/06/2018 19:21:00;9.57;4120;27;46;
19/06/2018 19:22:00;13.398;4120;27;46;
19/06/2018 19:23:00;5.742;4120;27;46;
19/06/2018 19:24:00;11.484;4120;27;46;
19/06/2018 19:25:00;11.484;4120;27;46;
19/06/2018 19:26:00;9.57;4120;27;46;
19/06/2018 19:27:00;9.57;4120;27;46;
19/06/2018 19:28:00;7.656;4120;27;46;
19/06/2018 19:29:00;11.484;4120;27;46;
19/06/2018 19:30:00;11.484;4120;27;46;
19/06/2018 19:31:00;11.484;4120;27;46;
19/06/2018 19:32:00;15.312;4120;27;46;
19/06/2018 19:33:00;7.656;4120;27;46;
19/06/2018 19:34:00;7.656;4120;27;46;
19/06/2018 19:35:00;9.57;4120;27;46;
19/06/2018 19:36:00;9.57;4120;27;46;
19/06/2018 19:37:00;15.312;4120;27;46;
19/06/2018 19:38:00;11.484;4120;27;46;
19/06/2018 19:39:00;13.398;4120;27;46;
19/06/2018 19:40:00;7.656;4120;27;46;
19/06/2018 19:41:00;13.398;4120;27;46;
19/06/2018 19:42:00;9.57;4120;27;46;
19/06/2018 19:43:00;9.57;4120;27;46;
19/06/2018 19:44:00;7.656;4120;27;46;
19/06/2018 19:45:00;13.398;4120;27;46;
19/06/2018 19:46:00;21.054;4120;27;46;
19/06/2018 19:47:00;13.398;4120;27;46;
19/06/2018 19:48:00;11.484;4120;27;46;
19/06/2018 19:49:00;9.57;4120;27;46;
19/06/2018 19:50:00;7.656;4120;27;46;
19/06/2018 19:51:00;9.57;4120;27;46;
19/06/2018 19:52:00;13.398;4120;27;46;
19/06/2018 19:53:00;17.226;4120;27;46;
19/06/2018 19:54:00;17.226;4120;27;46;
19/06/2018 19:55:00;21.054;4120;27;46;
19/06/2018 19:56:00;9.57;4120;27;46;
19/06/2018 19:57:00;24.882;4120;27;46;
19/06/2018 19:58:00;13.398;4120;27;46;
19/06/2018 19:59:00;3.828;4120;27;46;
19/06/2018 20:00:00;7.656;4120;27;46;
19/06/2018 20:01:00;13.398;4120;27;46;
19/06/2018 20:02:00;13.398;4120;27;46;
19/06/2018 20:03:00;19.14;4120;27;46;
19/06/2018 20:04:00;7.656;4120;27;46;
19/06/2018 20:05:00;9.57;4120;27;46;
19/06/2018 20:06:00;19.14;4120;27;46;
19/06/2018 20:07:00;13.398;4120;27;46;
19/06/2018 20:08:00;15.312;4120;27;46;
19/06/2018 20:09:00;11.484;4120;27;46;
19/06/2018 20:10:00;21.054;4120;27;46;
19/06/2018 20:11:00;15.312;4120;27;46;
19/06/2018 20:12:00;9.57;4120;27;46;
19/06/2018 20:13:00;13.398;4120;27;46;
19/06/2018 20:14:00;13.398;4120;27;46;
19/06/2018 20:15:00;15.312;4120;27;46;
19/06/2018 20:16:00;19.14;4120;27;46;
19/06/2018 20:17:00;13.398;4120;27;46;
19/06/2018 20:18:00;11.484;4120;27;46;
19/06/2018 20:19:00;11.484;4120;27;46;
19/06/2018 20:20:00;13.398;4120;27;46;
19/06/2018 20:21:00;13.398;4120;27;46;
19/06/2018 20:22:00;13.398;4120;27;46;
19/06/2018 20:23:00;17.226;4120;27;46;
19/06/2018 20:24:00;13.398;4120;27;46;
19/06/2018 20:25:00;15.312;4120;27;46;
19/06/2018 20:26:00;17.226;4120;27;46;
19/06/2018 20:27:00;7.656;4120;27;46;
19/06/2018 20:28:00;11.484;4120;27;46;
19/06/2018 20:29:00;15.312;4120;27;46;
19/06/2018 20:30:00;15.312;4120;27;46;
19/06/2018 20:31:00;15.312;4120;27;46;
19/06/2018 20:32:00;15.312;4120;27;46;
19/06/2018 20:33:00;15.312;4100;27;46;
19/06/2018 20:34:00;15.312;4100;27;46;
19/06/2018 20:35:00;13.398;4100;27;46;
19/06/2018 20:36:00;13.398;4100;27;46;
19/06/2018 20:37:00;9.57;4100;27;46;
19/06/2018 20:38:00;11.484;4100;27;46;
19/06/2018 20:39:00;15.312;4100;27;46;
19/06/2018 20:40:00;9.57;4100;27;46;
19/06/2018 20:41:00;11.484;4100;27;46;
19/06/2018 20:42:00;13.398;4100;27;46;
19/06/2018 20:43:00;13.398;4100;27;47;
19/06/2018 20:44:00;13.398;4100;27;47;
19/06/2018 20:45:00;26.796;4100;27;47;
19/06/2018 20:46:00;5.742;4100;27;47;
19/06/2018 20:47:00;1.914;4100;27;47;
19/06/2018 20:48:00;7.656;4100;27;47;
19/06/2018 20:49:00;11.484;4100;27;47;
19/06/2018 20:50:00;7.656;4100;27;47;
19/06/2018 20:51:00;5.742;4100;27;47;
19/06/2018 20:52:00;9.57;4100;27;47;
19/06/2018 20:53:00;9.57;4100;27;47;
19/06/2018 20:54:00;9.57;4100;27;47;
19/06/2018 20:55:00;9.57;4100;27;47;
19/06/2018 20:56:00;9.57;4100;27;47;
19/06/2018 20:57:00;11.484;4100;27;47;
19/06/2018 20:58:00;5.742;4100;27;47;
19/06/2018 20:59:00;9.57;4100;27;47;
19/06/2018 21:00:00;7.656;4100;27;47;
19/06/2018 21:01:00;9.57;4100;27;47;
19/06/2018 21:02:00;11.484;4100;27;47;
19/06/2018 21:03:00;9.57;4100;27;47;
19/06/2018 21:04:00;11.484;4100;27;47;
19/06/2018 21:05:00;11.484;4100;27;47;
19/06/2018 21:06:00;7.656;4100;27;47;
19/06/2018 21:07:00;9.57;4100;27;47;
19/06/2018 21:08:00;11.484;4100;27;47;
19/06/2018 21:09:00;7.656;4100;27;47;
19/06/2018 21:10:00;9.57;4100;27;47;
19/06/2018 21:11:00;9.57;4100;27;47;
19/06/2018 21:12:00;11.484;4100;27;47;
19/06/2018 21:13:00;11.484;4100;27;47;
19/06/2018 21:14:00;7.656;4100;27;47;
19/06/2018 21:15:00;9.57;4100;27;47;
19/06/2018 21:16:00;9.57;4100;27;47;
19/06/2018 21:17:00;11.484;4100;27;47;
19/06/2018 21:18:00;7.656;4100;27;47;
19/06/2018 21:19:00;9.57;4100;27;47;
19/06/2018 21:20:00;7.656;4100;27;47;
19/06/2018 21:21:00;7.656;4100;27;47;
19/06/2018 21:22:00;11.484;4100;27;47;
19/06/2018 21:23:00;7.656;4100;27;48;
19/06/2018 21:24:00;5.742;4100;27;48;
19/06/2018 21:25:00;11.484;4100;27;48;
19/06/2018 21:26:00;13.398;4100;27;48;
19/06/2018 21:27:00;13.398;4100;27;48;
19/06/2018 21:28:00;7.656;4100;27;48;
19/06/2018 21:29:00;9.57;4100;27;48;
19/06/2018 21:30:00;11.484;4100;27;48;
19/06/2018 21:31:00;3.828;4100;27;48;
19/06/2018 21:32:00;15.312;4100;27;48;
19/06/2018 21:33:00;3.828;4100;26;48;
19/06/2018 21:34:00;11.484;4100;26;48;
19/06/2018 21:35:00;13.398;4100;26;49;
19/06/2018 21:36:00;11.484;4100;26;49;
19/06/2018 21:37:00;11.484;4100;25;50;
19/06/2018 21:38:00;19.14;4100;25;51;
19/06/2018 21:39:00;19.14;4100;24;53;
19/06/2018 21:40:00;19.14;4100;24;54;
19/06/2018 21:41:00;34.452;4100;25;53;
19/06/2018 21:42:00;34.452;4100;25;52;
19/06/2018 21:43:00;38.28;4100;25;51;
19/06/2018 21:44:00;51.678;4100;25;52;
19/06/2018 21:45:00;51.678;4100;25;52;
19/06/2018 21:46:00;9.57;4100;26;52;
19/06/2018 21:47:00;11.484;4100;26;52;
19/06/2018 21:48:00;9.57;4100;26;51;
19/06/2018 21:49:00;5.742;4100;26;51;
19/06/2018 21:50:00;0;4100;26;50;
19/06/2018 21:51:00;11.484;4100;26;49;
19/06/2018 21:52:00;7.656;4100;26;49;
19/06/2018 21:53:00;32.538;4120;26;50;
19/06/2018 21:54:00;32.538;4100;26;51;
19/06/2018 21:55:00;0;4100;26;51;
19/06/2018 21:56:00;5.742;4100;25;51;
19/06/2018 21:57:00;9.57;4100;25;51;
19/06/2018 21:58:00;11.484;4100;25;51;
19/06/2018 21:59:00;17.226;4100;25;52;
19/06/2018 22:00:00;11.484;4080;25;51;
19/06/2018 22:01:00;5.742;4100;25;51;
19/06/2018 22:02:00;9.57;4080;25;51;
19/06/2018 22:03:00;7.656;4080;25;51;
19/06/2018 22:04:00;9.57;4080;25;51;
19/06/2018 22:05:00;3.828;4080;26;50;
19/06/2018 22:06:00;7.656;4080;26;50;
19/06/2018 22:07:00;5.742;4080;26;50;
19/06/2018 22:08:00;9.57;4080;26;50;
19/06/2018 22:09:00;7.656;4080;26;50;
19/06/2018 22:10:00;3.828;4080;26;50;
19/06/2018 22:11:00;11.484;4080;26;50;
19/06/2018 22:12:00;5.742;4080;26;50;
19/06/2018 22:13:00;3.828;4080;26;50;
19/06/2018 22:14:00;3.828;4080;26;50;
19/06/2018 22:15:00;3.828;4080;26;50;
19/06/2018 22:16:00;7.656;4080;26;50;
19/06/2018 22:17:00;7.656;4080;26;50;
19/06/2018 22:18:00;3.828;4080;26;50;
19/06/2018 22:19:00;3.828;4080;26;50;
19/06/2018 22:20:00;3.828;4080;26;50;
19/06/2018 22:21:00;11.484;4080;26;49;
19/06/2018 22:22:00;9.57;4080;26;50;
19/06/2018 22:23:00;9.57;4080;26;49;
19/06/2018 22:24:00;9.57;4080;26;49;
19/06/2018 22:25:00;15.312;4080;26;49;
19/06/2018 22:26:00;13.398;4080;26;49;
19/06/2018 22:27:00;15.312;4080;26;49;
19/06/2018 22:28:00;13.398;4080;26;49;
19/06/2018 22:29:00;15.312;4080;26;49;
19/06/2018 22:30:00;13.398;4080;26;49;
19/06/2018 22:31:00;13.398;4080;26;49;
19/06/2018 22:32:00;9.57;4080;26;50;
19/06/2018 22:33:00;11.484;4080;26;50;
19/06/2018 22:34:00;13.398;4080;26;50;
19/06/2018 22:35:00;17.226;4080;26;50;
19/06/2018 22:36:00;15.312;4080;26;50;
19/06/2018 22:37:00;21.054;4080;26;51;
19/06/2018 22:38:00;17.226;4080;26;51;
19/06/2018 22:39:00;11.484;4080;26;51;
19/06/2018 22:40:00;9.57;4080;26;51;
19/06/2018 22:41:00;7.656;4080;26;51;
19/06/2018 22:42:00;15.312;4080;26;51;
19/06/2018 22:43:00;17.226;4080;26;52;
19/06/2018 22:44:00;9.57;4080;26;52;
19/06/2018 22:45:00;7.656;4080;26;51;
19/06/2018 22:46:00;13.398;4080;26;51;
19/06/2018 22:47:00;11.484;4080;26;51;
19/06/2018 22:48:00;7.656;4080;26;51;
19/06/2018 22:49:00;7.656;4080;26;51;
19/06/2018 22:50:00;15.312;4080;26;51;
19/06/2018 22:51:00;11.484;4080;26;51;
19/06/2018 22:52:00;5.742;4080;26;51;
19/06/2018 22:53:00;5.742;4080;26;51;
19/06/2018 22:54:00;7.656;4080;26;51;
19/06/2018 22:55:00;17.226;4060;26;51;
19/06/2018 22:56:00;11.484;4060;25;52;
19/06/2018 22:57:00;19.14;4060;24;55;
19/06/2018 22:58:00;15.312;4060;23;58;
19/06/2018 22:59:00;36.366;4060;23;60;
19/06/2018 23:00:00;34.452;4060;22;62;
19/06/2018 23:01:00;21.054;4060;21;63;
19/06/2018 23:02:00;26.796;4060;21;64;
19/06/2018 23:03:00;34.452;4060;21;65;
19/06/2018 23:04:00;15.312;4060;21;65;
19/06/2018 23:05:00;15.312;4060;21;64;
19/06/2018 23:06:00;19.14;4060;21;64;
19/06/2018 23:07:00;7.656;4060;21;63;
19/06/2018 23:08:00;11.484;4060;21;62;
19/06/2018 23:09:00;13.398;4060;22;61;
19/06/2018 23:10:00;3.828;4060;22;61;
19/06/2018 23:11:00;0;4060;22;59;
19/06/2018 23:12:00;0;4060;22;58;
19/06/2018 23:13:00;1.914;4060;23;58;
19/06/2018 23:14:00;1.914;4060;23;57;
19/06/2018 23:15:00;0;4060;23;57;
19/06/2018 23:16:00;1.914;4060;23;57;
19/06/2018 23:17:00;1.914;4060;23;57;
19/06/2018 23:18:00;0;4060;23;57;
19/06/2018 23:19:00;1.914;4060;23;56;
19/06/2018 23:20:00;1.914;4060;23;56;
19/06/2018 23:21:00;1.914;4060;23;56;
19/06/2018 23:22:00;1.914;4060;23;56;
19/06/2018 23:23:00;1.914;4060;23;56;
19/06/2018 23:24:00;1.914;4060;23;56;
19/06/2018 23:25:00;3.828;4060;24;55;
19/06/2018 23:26:00;3.828;4060;24;55;
19/06/2018 23:27:00;3.828;4060;24;55;
19/06/2018 23:28:00;1.914;4060;24;55;
19/06/2018 23:29:00;1.914;4060;24;55;
19/06/2018 23:30:00;1.914;4060;24;55;
19/06/2018 23:31:00;1.914;4060;24;55;
19/06/2018 23:32:00;1.914;4060;24;55;
19/06/2018 23:33:00;1.914;4060;24;55;
19/06/2018 23:34:00;3.828;4060;24;55;
19/06/2018 23:35:00;1.914;4060;24;55;
19/06/2018 23:36:00;3.828;4060;24;55;
19/06/2018 23:37:00;1.914;4060;24;54;
19/06/2018 23:38:00;1.914;4060;24;54;
19/06/2018 23:39:00;1.914;4060;24;54;
19/06/2018 23:40:00;3.828;4060;24;54;
19/06/2018 23:41:00;3.828;4060;24;54;
19/06/2018 23:42:00;3.828;4060;24;54;
19/06/2018 23:43:00;1.914;4060;25;54;
19/06/2018 23:44:00;3.828;4060;25;54;
19/06/2018 23:45:00;7.656;4060;25;54;
19/06/2018 23:46:00;13.398;4220;25;54;
19/06/2018 23:47:00;9.57;4400;27;52;
19/06/2018 23:48:00;0;4440;28;48;
19/06/2018 23:49:00;0;4460;29;46;
19/06/2018 23:50:00;0;4500;29;45;
19/06/2018 23:51:00;0;4500;29;44;
19/06/2018 23:52:00;0;4520;29;44;
19/06/2018 23:53:00;0;4520;29;44;
19/06/2018 23:54:00;0;4540;29;44;
19/06/2018 23:55:00;0;4540;29;44;
19/06/2018 23:56:00;1.914;4560;29;44;
19/06/2018 23:57:00;0;4560;29;44;
19/06/2018 23:58:00;3.828;4580;29;44;
19/06/2018 23:59:00;1.914;4600;29;45;
20/06/2018 00:00:00;1.914;4600;29;45;
20/06/2018 00:01:00;7.656;4620;29;45;
20/06/2018 00:02:00;0;4620;29;45;
20/06/2018 00:03:00;5.742;4620;29;45;
20/06/2018 00:04:00;3.828;4640;29;45;
20/06/2018 00:05:00;13.398;4640;29;45;
20/06/2018 00:06:00;1.914;4640;29;46;
20/06/2018 00:07:00;0;4660;29;46;
20/06/2018 00:08:00;1.914;4660;29;46;
20/06/2018 00:09:00;1.914;4660;28;46;
20/06/2018 00:10:00;1.914;4660;28;46;
20/06/2018 00:11:00;1.914;4660;28;46;
20/06/2018 00:12:00;3.828;4680;28;46;
20/06/2018 00:13:00;13.398;4680;28;46;
20/06/2018 00:14:00;11.484;4680;28;46;
20/06/2018 00:15:00;7.656;4680;28;46;
20/06/2018 00:16:00;1.914;4680;28;46;
20/06/2018 00:17:00;7.656;4680;28;46;
20/06/2018 00:18:00;9.57;4680;28;47;
20/06/2018 00:19:00;5.742;4680;28;47;
20/06/2018 00:20:00;9.57;4680;28;47;
20/06/2018 00:21:00;9.57;4700;27;47;
20/06/2018 00:22:00;7.656;4700;27;47;
20/06/2018 00:23:00;1.914;4720;27;47;
20/06/2018 00:24:00;9.57;4720;27;48;
20/06/2018 00:25:00;5.742;4720;27;48;
20/06/2018 00:26:00;7.656;4720;27;49;
20/06/2018 00:27:00;5.742;4720;27;49;
20/06/2018 00:28:00;19.14;4720;26;49;
20/06/2018 00:29:00;3.828;4720;26;49;
20/06/2018 00:30:00;3.828;4720;26;49;
20/06/2018 00:31:00;7.656;4720;26;49;
20/06/2018 00:32:00;7.656;4720;26;50;
20/06/2018 00:33:00;5.742;4720;26;50;
20/06/2018 00:34:00;5.742;4720;26;50;
20/06/2018 00:35:00;5.742;4720;26;50;
20/06/2018 00:36:00;7.656;4720;26;50;
20/06/2018 00:37:00;7.656;4720;26;50;
20/06/2018 00:38:00;5.742;4720;26;50;
20/06/2018 00:39:00;5.742;4720;26;50;
20/06/2018 00:40:00;5.742;4720;26;50;
20/06/2018 00:41:00;7.656;4720;26;50;
20/06/2018 00:42:00;7.656;4720;25;51;
20/06/2018 00:43:00;9.57;4720;25;51;
20/06/2018 00:44:00;7.656;4720;25;51;
20/06/2018 00:45:00;7.656;4720;25;51;
20/06/2018 00:46:00;7.656;4720;25;51;
20/06/2018 00:47:00;5.742;4720;25;51;
20/06/2018 00:48:00;7.656;4720;25;51;
20/06/2018 00:49:00;5.742;4720;25;51;
20/06/2018 00:50:00;9.57;4720;25;51;
20/06/2018 00:51:00;5.742;4720;25;51;
20/06/2018 00:52:00;5.742;4720;25;51;
20/06/2018 00:53:00;5.742;4720;25;51;
20/06/2018 00:54:00;3.828;4720;25;51;
20/06/2018 00:55:00;9.57;4720;25;51;
20/06/2018 00:56:00;3.828;4720;25;52;
20/06/2018 00:57:00;3.828;4720;25;52;
20/06/2018 00:58:00;5.742;4720;25;52;
20/06/2018 00:59:00;3.828;4720;25;52;
20/06/2018 01:00:00;5.742;4720;25;52;
20/06/2018 01:01:00;3.828;4720;25;52;
20/06/2018 01:02:00;3.828;4720;25;52;
20/06/2018 01:03:00;1.914;4720;25;52;
20/06/2018 01:04:00;3.828;4720;25;52;
20/06/2018 01:05:00;3.828;4720;25;52;
20/06/2018 01:06:00;3.828;4720;25;52;
20/06/2018 01:07:00;3.828;4720;25;52;
20/06/2018 01:08:00;3.828;4720;25;52;
20/06/2018 01:09:00;3.828;4720;25;52;
20/06/2018 01:10:00;5.742;4720;25;52;
20/06/2018 01:11:00;3.828;4720;25;52;
20/06/2018 01:12:00;3.828;4720;25;52;
20/06/2018 01:13:00;3.828;4720;25;52;
20/06/2018 01:14:00;5.742;4720;25;52;
20/06/2018 01:15:00;5.742;4720;25;52;
20/06/2018 01:16:00;1.914;4720;24;52;
20/06/2018 01:17:00;3.828;4720;24;52;
20/06/2018 01:18:00;1.914;4720;24;52;
20/06/2018 01:19:00;1.914;4720;24;52;
20/06/2018 01:20:00;3.828;4720;24;52;
20/06/2018 01:21:00;1.914;4720;24;53;
20/06/2018 01:22:00;1.914;4720;24;53;
20/06/2018 01:23:00;3.828;4720;24;53;
20/06/2018 01:24:00;3.828;4720;24;53;
20/06/2018 01:25:00;1.914;4720;24;53;
20/06/2018 01:26:00;1.914;4720;24;53;
20/06/2018 01:27:00;1.914;4720;24;53;
20/06/2018 01:28:00;1.914;4720;24;53;
20/06/2018 01:29:00;1.914;4720;24;53;
20/06/2018 01:30:00;5.742;4720;24;53;
20/06/2018 01:31:00;1.914;4720;24;53;
20/06/2018 01:32:00;1.914;4720;24;53;
20/06/2018 01:33:00;1.914;4720;24;53;
20/06/2018 01:34:00;3.828;4720;24;53;
20/06/2018 01:35:00;3.828;4720;24;53;
20/06/2018 01:36:00;3.828;4720;24;53;
20/06/2018 01:37:00;3.828;4720;24;53;
20/06/2018 01:38:00;3.828;4720;24;53;
20/06/2018 01:39:00;3.828;4720;24;53;
20/06/2018 01:40:00;5.742;4720;24;53;
20/06/2018 01:41:00;3.828;4720;24;53;
20/06/2018 01:42:00;1.914;4720;24;53;
20/06/2018 01:43:00;3.828;4720;24;53;
20/06/2018 01:44:00;1.914;4720;24;53;
20/06/2018 01:45:00;3.828;4720;24;53;
20/06/2018 01:46:00;1.914;4720;24;53;
20/06/2018 01:47:00;1.914;4720;24;53;
20/06/2018 01:48:00;3.828;4720;24;53;
20/06/2018 01:49:00;3.828;4720;24;53;
20/06/2018 01:50:00;5.742;4720;24;53;
20/06/2018 01:51:00;3.828;4720;24;53;
20/06/2018 01:52:00;3.828;4720;24;53;
20/06/2018 01:53:00;3.828;4720;24;53;
20/06/2018 01:54:00;3.828;4720;24;53;
20/06/2018 01:55:00;5.742;4720;24;53;
20/06/2018 01:56:00;7.656;4720;24;53;
20/06/2018 01:57:00;3.828;4720;24;53;
20/06/2018 01:58:00;3.828;4720;24;53;
20/06/2018 01:59:00;3.828;4720;24;53;
20/06/2018 02:00:00;5.742;4720;24;53;
20/06/2018 02:01:00;3.828;4720;24;53;
20/06/2018 02:02:00;3.828;4720;24;53;
20/06/2018 02:03:00;5.742;4720;24;53;
20/06/2018 02:04:00;5.742;4720;24;53;
20/06/2018 02:05:00;1.914;4720;24;53;
20/06/2018 02:06:00;3.828;4720;24;53;
20/06/2018 02:07:00;1.914;4720;24;53;
20/06/2018 02:08:00;3.828;4720;24;53;
20/06/2018 02:09:00;5.742;4720;24;53;
20/06/2018 02:10:00;1.914;4720;24;53;
20/06/2018 02:11:00;1.914;4720;24;53;
20/06/2018 02:12:00;1.914;4720;24;53;
20/06/2018 02:13:00;1.914;4720;24;53;
20/06/2018 02:14:00;1.914;4720;24;53;
20/06/2018 02:15:00;1.914;4720;24;53;
20/06/2018 02:16:00;1.914;4720;24;53;
20/06/2018 02:17:00;1.914;4720;24;53;
20/06/2018 02:18:00;0;4720;24;53;
20/06/2018 02:19:00;1.914;4720;24;53;
20/06/2018 02:20:00;1.914;4720;24;53;
20/06/2018 02:21:00;1.914;4720;24;53;
20/06/2018 02:22:00;1.914;4720;24;53;
20/06/2018 02:23:00;1.914;4720;24;53;
20/06/2018 02:24:00;1.914;4720;24;53;
20/06/2018 02:25:00;1.914;4720;24;53;
20/06/2018 02:26:00;1.914;4720;24;53;
20/06/2018 02:27:00;1.914;4720;24;53;
20/06/2018 02:28:00;0;4720;24;53;
20/06/2018 02:29:00;3.828;4720;24;53;
20/06/2018 02:30:00;1.914;4720;24;53;
20/06/2018 02:31:00;1.914;4720;24;53;
20/06/2018 02:32:00;1.914;4720;24;53;
20/06/2018 02:33:00;3.828;4720;24;53;
20/06/2018 02:34:00;1.914;4720;24;53;
20/06/2018 02:35:00;3.828;4720;24;53;
20/06/2018 02:36:00;3.828;4720;24;53;
20/06/2018 02:37:00;1.914;4720;24;53;
20/06/2018 02:38:00;1.914;4720;24;53;
20/06/2018 02:39:00;3.828;4720;24;53;
20/06/2018 02:40:00;5.742;4720;23;53;
20/06/2018 02:41:00;3.828;4720;23;53;
20/06/2018 02:42:00;1.914;4720;23;53;
20/06/2018 02:43:00;3.828;4720;23;53;
20/06/2018 02:44:00;1.914;4720;23;53;
20/06/2018 02:45:00;1.914;4720;23;53;
20/06/2018 02:46:00;1.914;4720;23;53;
20/06/2018 02:47:00;1.914;4720;23;53;
20/06/2018 02:48:00;1.914;4720;23;53;
20/06/2018 02:49:00;1.914;4720;23;53;
20/06/2018 02:50:00;1.914;4720;23;53;
20/06/2018 02:51:00;3.828;4720;23;53;
20/06/2018 02:52:00;3.828;4720;23;53;
20/06/2018 02:53:00;1.914;4720;23;54;
20/06/2018 02:54:00;1.914;4720;23;54;
20/06/2018 02:55:00;1.914;4720;23;54;
20/06/2018 02:56:00;1.914;4720;23;54;
20/06/2018 02:57:00;1.914;4720;23;54;
20/06/2018 02:58:00;3.828;4720;23;54;
20/06/2018 02:59:00;0;4720;23;54;
20/06/2018 03:00:00;1.914;4720;23;53;
20/06/2018 03:01:00;1.914;4720;23;53;
20/06/2018 03:02:00;1.914;4720;23;53;
20/06/2018 03:03:00;1.914;4720;23;53;
20/06/2018 03:04:00;0;4720;23;53;
20/06/2018 03:05:00;1.914;4720;23;53;
20/06/2018 03:06:00;1.914;4720;23;53;
20/06/2018 03:07:00;1.914;4720;23;53;
20/06/2018 03:08:00;1.914;4720;23;53;
20/06/2018 03:09:00;1.914;4720;23;53;
20/06/2018 03:10:00;1.914;4720;23;53;
20/06/2018 03:11:00;1.914;4720;23;53;
20/06/2018 03:12:00;1.914;4720;23;53;
20/06/2018 03:13:00;1.914;4720;23;53;
20/06/2018 03:14:00;1.914;4720;23;53;
20/06/2018 03:15:00;1.914;4720;23;53;
20/06/2018 03:16:00;1.914;4720;23;53;
20/06/2018 03:17:00;1.914;4720;23;53;
20/06/2018 03:18:00;1.914;4720;23;53;
20/06/2018 03:19:00;3.828;4720;23;53;
20/06/2018 03:20:00;1.914;4720;23;53;
20/06/2018 03:21:00;3.828;4720;23;53;
20/06/2018 03:22:00;1.914;4720;23;53;
20/06/2018 03:23:00;1.914;4720;23;53;
20/06/2018 03:24:00;3.828;4720;23;53;
20/06/2018 03:25:00;3.828;4720;23;53;
20/06/2018 03:26:00;1.914;4720;23;53;
20/06/2018 03:27:00;1.914;4720;23;53;
20/06/2018 03:28:00;1.914;4720;23;53;
20/06/2018 03:29:00;1.914;4720;23;53;
20/06/2018 03:30:00;0;4720;23;53;
20/06/2018 03:31:00;1.914;4720;23;53;
20/06/2018 03:32:00;3.828;4720;23;53;
20/06/2018 03:33:00;1.914;4720;23;53;
20/06/2018 03:34:00;1.914;4720;23;53;
20/06/2018 03:35:00;3.828;4720;23;53;
20/06/2018 03:36:00;1.914;4720;23;53;
20/06/2018 03:37:00;5.742;4720;23;53;
20/06/2018 03:38:00;3.828;4720;23;53;
20/06/2018 03:39:00;3.828;4720;23;53;
20/06/2018 03:40:00;3.828;4720;23;53;
20/06/2018 03:41:00;5.742;4720;23;53;
20/06/2018 03:42:00;5.742;4720;23;53;
20/06/2018 03:43:00;3.828;4720;23;53;
20/06/2018 03:44:00;3.828;4720;23;53;
20/06/2018 03:45:00;3.828;4720;23;53;
20/06/2018 03:46:00;3.828;4720;23;53;
20/06/2018 03:47:00;1.914;4720;23;53;
20/06/2018 03:48:00;5.742;4720;23;53;
20/06/2018 03:49:00;3.828;4720;23;53;
20/06/2018 03:50:00;3.828;4720;23;53;
20/06/2018 03:51:00;3.828;4720;23;53;
20/06/2018 03:52:00;3.828;4720;23;53;
20/06/2018 03:53:00;1.914;4720;23;53;
20/06/2018 03:54:00;3.828;4720;23;53;
20/06/2018 03:55:00;3.828;4720;23;53;
20/06/2018 03:56:00;3.828;4720;23;53;
20/06/2018 03:57:00;1.914;4720;23;53;
20/06/2018 03:58:00;3.828;4720;23;53;
20/06/2018 03:59:00;3.828;4720;23;53;
20/06/2018 04:00:00;3.828;4720;23;53;
20/06/2018 04:01:00;5.742;4720;23;53;
20/06/2018 04:02:00;1.914;4720;23;53;
20/06/2018 04:03:00;3.828;4720;23;53;
20/06/2018 04:04:00;1.914;4720;23;53;
20/06/2018 04:05:00;3.828;4720;23;53;
20/06/2018 04:06:00;3.828;4720;23;53;
20/06/2018 04:07:00;3.828;4720;23;53;
20/06/2018 04:08:00;3.828;4720;23;53;
20/06/2018 04:09:00;1.914;4720;23;53;
20/06/2018 04:10:00;7.656;4720;23;53;
20/06/2018 04:11:00;3.828;4720;23;53;
20/06/2018 04:12:00;1.914;4720;23;53;
20/06/2018 04:13:00;1.914;4720;23;53;
20/06/2018 04:14:00;3.828;4720;23;53;
20/06/2018 04:15:00;3.828;4720;23;53;
20/06/2018 04:16:00;3.828;4720;23;53;
20/06/2018 04:17:00;1.914;4720;23;53;
20/06/2018 04:18:00;1.914;4720;23;53;
20/06/2018 04:19:00;1.914;4720;23;53;
20/06/2018 04:20:00;3.828;4720;23;53;
20/06/2018 04:21:00;3.828;4720;23;53;
20/06/2018 04:22:00;3.828;4720;23;53;
