Equipment number;CNB0100003974;;;Life(%);94
Time;Eq. NO2 (oxidant gases) Level (µg/m3);Bat.(mV) ;Temp. °C;Humidity %;
20/06/2018 04:23:00;3.828;4720;23;53;
20/06/2018 04:24:00;3.828;4720;23;53;
20/06/2018 04:25:00;1.914;4720;23;53;
20/06/2018 04:26:00;0;4720;23;53;
20/06/2018 04:27:00;1.914;4720;23;53;
20/06/2018 04:28:00;1.914;4720;23;53;
20/06/2018 04:29:00;1.914;4720;23;53;
20/06/2018 04:30:00;3.828;4720;23;53;
20/06/2018 04:31:00;1.914;4720;23;53;
20/06/2018 04:32:00;1.914;4720;23;53;
20/06/2018 04:33:00;1.914;4720;23;53;
20/06/2018 04:34:00;1.914;4720;23;53;
20/06/2018 04:35:00;1.914;4720;23;53;
20/06/2018 04:36:00;3.828;4720;23;53;
20/06/2018 04:37:00;1.914;4720;23;53;
20/06/2018 04:38:00;1.914;4720;23;53;
20/06/2018 04:39:00;1.914;4720;23;53;
20/06/2018 04:40:00;3.828;4720;23;53;
20/06/2018 04:41:00;3.828;4720;23;53;
20/06/2018 04:42:00;1.914;4720;23;53;
20/06/2018 04:43:00;3.828;4720;23;53;
20/06/2018 04:44:00;1.914;4720;23;53;
20/06/2018 04:45:00;3.828;4720;23;53;
20/06/2018 04:46:00;3.828;4720;23;53;
20/06/2018 04:47:00;5.742;4720;23;53;
20/06/2018 04:48:00;3.828;4720;23;53;
20/06/2018 04:49:00;3.828;4720;23;53;
20/06/2018 04:50:00;3.828;4720;23;53;
20/06/2018 04:51:00;0;4720;23;53;
20/06/2018 04:52:00;1.914;4720;23;53;
20/06/2018 04:53:00;1.914;4720;23;53;
20/06/2018 04:54:00;1.914;4720;23;53;
20/06/2018 04:55:00;1.914;4720;23;53;
20/06/2018 04:56:00;3.828;4720;23;53;
20/06/2018 04:57:00;1.914;4720;23;53;
20/06/2018 04:58:00;1.914;4720;23;53;
20/06/2018 04:59:00;1.914;4720;23;53;
20/06/2018 05:00:00;1.914;4720;23;53;
20/06/2018 05:01:00;0;4720;23;53;
20/06/2018 05:02:00;3.828;4720;23;53;
20/06/2018 05:03:00;1.914;4720;22;53;
20/06/2018 05:04:00;3.828;4720;22;53;
20/06/2018 05:05:00;3.828;4720;22;53;
20/06/2018 05:06:00;3.828;4720;22;53;
20/06/2018 05:07:00;1.914;4720;22;53;
20/06/2018 05:08:00;1.914;4720;22;53;
20/06/2018 05:09:00;3.828;4720;22;53;
20/06/2018 05:10:00;3.828;4720;22;53;
20/06/2018 05:11:00;3.828;4720;22;53;
20/06/2018 05:12:00;1.914;4720;22;53;
20/06/2018 05:13:00;3.828;4720;22;53;
20/06/2018 05:14:00;3.828;4720;22;53;
20/06/2018 05:15:00;3.828;4720;22;53;
20/06/2018 05:16:00;1.914;4720;22;53;
20/06/2018 05:17:00;0;4720;22;53;
20/06/2018 05:18:00;1.914;4720;22;53;
20/06/2018 05:19:00;3.828;4720;22;53;
20/06/2018 05:20:00;1.914;4720;22;53;
20/06/2018 05:21:00;1.914;4720;22;53;
20/06/2018 05:22:00;1.914;4720;22;53;
20/06/2018 05:23:00;3.828;4720;22;53;
20/06/2018 05:24:00;1.914;4720;22;53;
20/06/2018 05:25:00;3.828;4720;22;53;
20/06/2018 05:26:00;1.914;4720;22;53;
20/06/2018 05:27:00;1.914;4720;22;53;
20/06/2018 05:28:00;1.914;4720;22;53;
20/06/2018 05:29:00;1.914;4720;22;53;
20/06/2018 05:30:00;1.914;4720;22;53;
20/06/2018 05:31:00;1.914;4720;22;53;
20/06/2018 05:32:00;1.914;4720;22;53;
20/06/2018 05:33:00;1.914;4720;22;53;
20/06/2018 05:34:00;1.914;4720;22;53;
20/06/2018 05:35:00;1.914;4720;22;53;
20/06/2018 05:36:00;3.828;4720;22;53;
20/06/2018 05:37:00;1.914;4720;22;53;
20/06/2018 05:38:00;1.914;4720;22;53;
20/06/2018 05:39:00;3.828;4720;22;53;
20/06/2018 05:40:00;1.914;4720;22;53;
20/06/2018 05:41:00;1.914;4720;22;53;
20/06/2018 05:42:00;3.828;4720;22;53;
20/06/2018 05:43:00;3.828;4720;22;53;
20/06/2018 05:44:00;3.828;4720;22;53;
20/06/2018 05:45:00;1.914;4720;22;53;
20/06/2018 05:46:00;3.828;4720;22;53;
20/06/2018 05:47:00;1.914;4720;22;53;
20/06/2018 05:48:00;1.914;4720;22;53;
20/06/2018 05:49:00;3.828;4720;22;53;
20/06/2018 05:50:00;1.914;4720;22;53;
20/06/2018 05:51:00;1.914;4720;22;53;
20/06/2018 05:52:00;1.914;4720;22;53;
20/06/2018 05:53:00;3.828;4720;22;53;
20/06/2018 05:54:00;3.828;4720;22;53;
20/06/2018 05:55:00;1.914;4720;22;53;
20/06/2018 05:56:00;3.828;4720;22;53;
20/06/2018 05:57:00;3.828;4720;22;53;
20/06/2018 05:58:00;1.914;4720;22;53;
20/06/2018 05:59:00;3.828;4720;22;53;
20/06/2018 06:00:00;1.914;4720;22;53;
20/06/2018 06:01:00;1.914;4720;22;53;
20/06/2018 06:02:00;3.828;4720;22;53;
20/06/2018 06:03:00;3.828;4720;22;53;
20/06/2018 06:04:00;5.742;4720;22;53;
20/06/2018 06:05:00;3.828;4720;22;53;
20/06/2018 06:06:00;3.828;4720;22;53;
20/06/2018 06:07:00;3.828;4720;22;53;
20/06/2018 06:08:00;3.828;4720;22;53;
20/06/2018 06:09:00;1.914;4720;22;53;
20/06/2018 06:10:00;1.914;4720;22;52;
20/06/2018 06:11:00;1.914;4720;22;52;
20/06/2018 06:12:00;1.914;4720;22;52;
20/06/2018 06:13:00;3.828;4720;22;52;
20/06/2018 06:14:00;5.742;4720;22;52;
20/06/2018 06:15:00;5.742;4720;22;52;
20/06/2018 06:16:00;3.828;4720;22;52;
20/06/2018 06:17:00;5.742;4720;22;52;
20/06/2018 06:18:00;5.742;4720;22;52;
20/06/2018 06:19:00;3.828;4720;22;52;
20/06/2018 06:20:00;3.828;4720;22;52;
20/06/2018 06:21:00;5.742;4720;22;52;
20/06/2018 06:22:00;5.742;4720;22;52;
20/06/2018 06:23:00;5.742;4720;22;52;
20/06/2018 06:24:00;3.828;4720;22;52;
20/06/2018 06:25:00;5.742;4720;22;52;
20/06/2018 06:26:00;3.828;4720;22;52;
20/06/2018 06:27:00;3.828;4720;22;52;
20/06/2018 06:28:00;1.914;4720;22;52;
20/06/2018 06:29:00;3.828;4720;22;52;
20/06/2018 06:30:00;5.742;4720;22;52;
20/06/2018 06:31:00;3.828;4720;22;52;
20/06/2018 06:32:00;5.742;4720;22;52;
20/06/2018 06:33:00;3.828;4720;22;52;
20/06/2018 06:34:00;5.742;4720;22;52;
20/06/2018 06:35:00;3.828;4720;22;52;
20/06/2018 06:36:00;5.742;4720;22;52;
20/06/2018 06:37:00;7.656;4720;22;52;
20/06/2018 06:38:00;7.656;4720;22;52;
20/06/2018 06:39:00;7.656;4720;22;52;
20/06/2018 06:40:00;7.656;4720;22;52;
20/06/2018 06:41:00;7.656;4720;22;52;
20/06/2018 06:42:00;7.656;4720;22;53;
20/06/2018 06:43:00;7.656;4720;22;52;
20/06/2018 06:44:00;7.656;4720;22;53;
20/06/2018 06:45:00;5.742;4720;23;53;
20/06/2018 06:46:00;3.828;4720;23;52;
20/06/2018 06:47:00;3.828;4720;23;52;
20/06/2018 06:48:00;1.914;4720;23;52;
20/06/2018 06:49:00;3.828;4720;23;52;
20/06/2018 06:50:00;1.914;4720;23;52;
20/06/2018 06:51:00;19.14;4360;23;52;
20/06/2018 06:52:00;21.054;4220;23;52;
20/06/2018 06:53:00;0;4160;23;52;
20/06/2018 06:54:00;3.828;4160;23;52;
20/06/2018 06:55:00;5.742;4160;23;52;
20/06/2018 06:56:00;5.742;4160;23;52;
20/06/2018 06:57:00;5.742;4160;23;52;
20/06/2018 06:58:00;3.828;4160;23;52;
20/06/2018 06:59:00;3.828;4160;23;52;
20/06/2018 07:00:00;3.828;4160;23;52;
20/06/2018 07:01:00;3.828;4160;23;52;
20/06/2018 07:02:00;5.742;4160;23;52;
20/06/2018 07:03:00;9.57;4160;23;52;
20/06/2018 07:04:00;7.656;4160;23;52;
20/06/2018 07:05:00;9.57;4160;23;52;
20/06/2018 07:06:00;7.656;4160;23;52;
20/06/2018 07:07:00;7.656;4160;23;52;
20/06/2018 07:08:00;5.742;4160;23;52;
20/06/2018 07:09:00;9.57;4160;23;52;
20/06/2018 07:10:00;9.57;4160;23;52;
20/06/2018 07:11:00;9.57;4160;23;52;
20/06/2018 07:12:00;9.57;4160;23;52;
20/06/2018 07:13:00;11.484;4160;23;52;
20/06/2018 07:14:00;9.57;4160;23;52;
20/06/2018 07:15:00;7.656;4160;23;52;
20/06/2018 07:16:00;7.656;4140;23;52;
20/06/2018 07:17:00;9.57;4140;23;52;
20/06/2018 07:18:00;11.484;4140;23;52;
20/06/2018 07:19:00;7.656;4140;23;52;
20/06/2018 07:20:00;7.656;4140;23;52;
20/06/2018 07:21:00;11.484;4140;23;52;
20/06/2018 07:22:00;9.57;4140;23;53;
20/06/2018 07:23:00;9.57;4140;23;53;
20/06/2018 07:24:00;9.57;4140;23;53;
20/06/2018 07:25:00;9.57;4140;23;53;
20/06/2018 07:26:00;5.742;4140;23;53;
20/06/2018 07:27:00;5.742;4140;23;53;
20/06/2018 07:28:00;7.656;4140;23;53;
20/06/2018 07:29:00;7.656;4140;23;53;
20/06/2018 07:30:00;9.57;4140;23;53;
20/06/2018 07:31:00;9.57;4140;23;53;
20/06/2018 07:32:00;9.57;4140;23;53;
20/06/2018 07:33:00;9.57;4140;23;53;
20/06/2018 07:34:00;9.57;4140;23;53;
20/06/2018 07:35:00;7.656;4140;23;53;
20/06/2018 07:36:00;11.484;4140;23;53;
20/06/2018 07:37:00;7.656;4140;23;53;
20/06/2018 07:38:00;5.742;4140;23;53;
20/06/2018 07:39:00;3.828;4140;23;53;
20/06/2018 07:40:00;7.656;4140;23;53;
20/06/2018 07:41:00;13.398;4140;23;53;
20/06/2018 07:42:00;11.484;4140;23;53;
20/06/2018 07:43:00;9.57;4140;23;53;
20/06/2018 07:44:00;7.656;4140;23;53;
20/06/2018 07:45:00;7.656;4140;23;53;
20/06/2018 07:46:00;7.656;4140;23;53;
20/06/2018 07:47:00;7.656;4140;23;53;
20/06/2018 07:48:00;26.796;4140;23;53;
20/06/2018 07:49:00;15.312;4140;23;54;
20/06/2018 07:50:00;13.398;4140;23;55;
20/06/2018 07:51:00;42.108;4140;22;57;
20/06/2018 07:52:00;21.054;4140;22;59;
20/06/2018 07:53:00;28.71;4140;21;61;
20/06/2018 07:54:00;21.054;4140;21;62;
20/06/2018 07:55:00;21.054;4140;21;63;
20/06/2018 07:56:00;22.968;4140;20;64;
20/06/2018 07:57:00;26.796;4140;20;66;
20/06/2018 07:58:00;51.678;4140;20;66;
20/06/2018 07:59:00;95.7;4140;21;66;
20/06/2018 08:00:00;22.968;4140;21;68;
20/06/2018 08:01:00;7.656;4140;22;67;
20/06/2018 08:02:00;7.656;4140;22;66;
20/06/2018 08:03:00;15.312;4140;22;65;
20/06/2018 08:04:00;11.484;4140;23;66;
20/06/2018 08:05:00;1.914;4140;23;64;
20/06/2018 08:06:00;3.828;4140;23;63;
20/06/2018 08:07:00;0;4140;24;62;
20/06/2018 08:08:00;3.828;4140;24;61;
20/06/2018 08:09:00;0;4140;24;61;
20/06/2018 08:10:00;3.828;4140;24;61;
20/06/2018 08:11:00;7.656;4140;24;61;
20/06/2018 08:12:00;0;4140;25;60;
20/06/2018 08:13:00;9.57;4140;25;59;
20/06/2018 08:14:00;5.742;4140;25;58;
20/06/2018 08:15:00;7.656;4140;25;58;
20/06/2018 08:16:00;9.57;4140;25;59;
20/06/2018 08:17:00;0;4120;25;58;
20/06/2018 08:18:00;1.914;4140;25;57;
20/06/2018 08:19:00;0;4140;25;57;
20/06/2018 08:20:00;3.828;4120;25;57;
20/06/2018 08:21:00;3.828;4120;25;56;
20/06/2018 08:22:00;5.742;4120;25;56;
20/06/2018 08:23:00;5.742;4120;25;56;
20/06/2018 08:24:00;5.742;4120;25;56;
20/06/2018 08:25:00;1.914;4120;25;56;
20/06/2018 08:26:00;7.656;4120;26;56;
20/06/2018 08:27:00;1.914;4120;26;55;
20/06/2018 08:28:00;7.656;4120;26;55;
20/06/2018 08:29:00;7.656;4120;26;55;
20/06/2018 08:30:00;9.57;4120;26;55;
20/06/2018 08:31:00;9.57;4120;26;55;
20/06/2018 08:32:00;9.57;4120;26;55;
20/06/2018 08:33:00;11.484;4120;26;55;
20/06/2018 08:34:00;15.312;4120;26;55;
20/06/2018 08:35:00;15.312;4120;26;55;
20/06/2018 08:36:00;13.398;4120;26;55;
20/06/2018 08:37:00;28.71;4120;26;55;
20/06/2018 08:38:00;24.882;4120;26;55;
20/06/2018 08:39:00;5.742;4120;26;56;
20/06/2018 08:40:00;9.57;4120;26;55;
20/06/2018 08:41:00;19.14;4120;26;55;
20/06/2018 08:42:00;13.398;4120;26;55;
20/06/2018 08:43:00;15.312;4120;26;55;
20/06/2018 08:44:00;9.57;4120;26;55;
20/06/2018 08:45:00;3.828;4120;26;55;
20/06/2018 08:46:00;13.398;4120;26;55;
20/06/2018 08:47:00;13.398;4120;26;55;
20/06/2018 08:48:00;7.656;4120;26;55;
20/06/2018 08:49:00;30.624;4120;26;55;
20/06/2018 08:50:00;9.57;4120;26;55;
20/06/2018 08:51:00;5.742;4120;26;55;
20/06/2018 08:52:00;1.914;4120;26;53;
20/06/2018 08:53:00;5.742;4120;26;51;
20/06/2018 08:54:00;44.022;4120;25;52;
20/06/2018 08:55:00;57.42;4120;25;53;
20/06/2018 08:56:00;45.936;4120;24;54;
20/06/2018 08:57:00;65.076;4120;24;55;
20/06/2018 08:58:00;86.13;4120;24;54;
20/06/2018 08:59:00;65.076;4120;24;54;
20/06/2018 09:00:00;51.678;4120;24;54;
20/06/2018 09:01:00;45.936;4120;24;54;
20/06/2018 09:02:00;59.334;4120;24;55;
20/06/2018 09:03:00;55.506;4120;24;56;
20/06/2018 09:04:00;45.936;4120;24;56;
20/06/2018 09:05:00;42.108;4120;24;56;
20/06/2018 09:06:00;36.366;4120;23;56;
20/06/2018 09:07:00;86.13;4120;23;57;
20/06/2018 09:08:00;45.936;4120;23;56;
20/06/2018 09:09:00;36.366;4120;23;56;
20/06/2018 09:10:00;51.678;4120;24;56;
20/06/2018 09:11:00;30.624;4120;24;56;
20/06/2018 09:12:00;47.85;4120;24;55;
20/06/2018 09:13:00;45.936;4120;24;55;
20/06/2018 09:14:00;38.28;4120;25;55;
20/06/2018 09:15:00;21.054;4120;25;55;
20/06/2018 09:16:00;11.484;4120;25;55;
20/06/2018 09:17:00;17.226;4120;25;54;
20/06/2018 09:18:00;3.828;4120;25;53;
20/06/2018 09:19:00;13.398;4120;25;52;
20/06/2018 09:20:00;66.99;4120;25;52;
20/06/2018 09:21:00;1.914;4120;26;52;
20/06/2018 09:22:00;11.484;4120;26;50;
20/06/2018 09:23:00;22.968;4120;26;50;
20/06/2018 09:24:00;28.71;4120;26;50;
20/06/2018 09:25:00;26.796;4120;26;50;
20/06/2018 09:26:00;28.71;4120;26;50;
20/06/2018 09:27:00;36.366;4120;26;50;
20/06/2018 09:28:00;34.452;4120;26;50;
20/06/2018 09:29:00;36.366;4120;26;50;
20/06/2018 09:30:00;32.538;4120;26;50;
20/06/2018 09:31:00;28.71;4120;26;50;
20/06/2018 09:32:00;30.624;4120;26;50;
20/06/2018 09:33:00;32.538;4120;26;50;
20/06/2018 09:34:00;36.366;4120;26;50;
20/06/2018 09:35:00;34.452;4120;26;50;
20/06/2018 09:36:00;28.71;4120;26;49;
20/06/2018 09:37:00;32.538;4120;26;49;
20/06/2018 09:38:00;34.452;4120;26;49;
20/06/2018 09:39:00;36.366;4120;26;49;
20/06/2018 09:40:00;36.366;4120;26;49;
20/06/2018 09:41:00;38.28;4100;26;49;
20/06/2018 09:42:00;32.538;4100;26;49;
20/06/2018 09:43:00;40.194;4100;26;49;
20/06/2018 09:44:00;38.28;4100;26;49;
20/06/2018 09:45:00;42.108;4100;26;49;
20/06/2018 09:46:00;38.28;4100;27;49;
20/06/2018 09:47:00;38.28;4100;27;49;
20/06/2018 09:48:00;36.366;4100;27;49;
20/06/2018 09:49:00;36.366;4100;27;49;
20/06/2018 09:50:00;38.28;4100;27;49;
20/06/2018 09:51:00;30.624;4100;27;49;
20/06/2018 09:52:00;36.366;4100;27;48;
20/06/2018 09:53:00;32.538;4100;27;49;
20/06/2018 09:54:00;28.71;4100;27;48;
20/06/2018 09:55:00;36.366;4100;27;48;
20/06/2018 09:56:00;38.28;4100;27;48;
20/06/2018 09:57:00;34.452;4100;27;48;
20/06/2018 09:58:00;30.624;4100;27;48;
20/06/2018 09:59:00;36.366;4100;27;48;
20/06/2018 10:00:00;36.366;4100;27;48;
20/06/2018 10:01:00;30.624;4100;27;48;
20/06/2018 10:02:00;34.452;4100;27;48;
20/06/2018 10:03:00;34.452;4100;27;48;
20/06/2018 10:04:00;38.28;4100;27;48;
20/06/2018 10:05:00;38.28;4100;27;48;
20/06/2018 10:06:00;36.366;4100;27;48;
20/06/2018 10:07:00;36.366;4100;27;48;
20/06/2018 10:08:00;42.108;4100;27;48;
20/06/2018 10:09:00;42.108;4100;27;48;
20/06/2018 10:10:00;38.28;4100;27;48;
20/06/2018 10:11:00;40.194;4100;27;48;
20/06/2018 10:12:00;30.624;4100;27;48;
20/06/2018 10:13:00;36.366;4100;27;48;
20/06/2018 10:14:00;26.796;4100;27;48;
20/06/2018 10:15:00;24.882;4100;27;48;
20/06/2018 10:16:00;32.538;4100;27;47;
20/06/2018 10:17:00;32.538;4100;27;47;
20/06/2018 10:18:00;36.366;4100;27;47;
20/06/2018 10:19:00;32.538;4100;27;47;
20/06/2018 10:20:00;36.366;4100;27;47;
20/06/2018 10:21:00;38.28;4100;27;47;
20/06/2018 10:22:00;42.108;4100;27;47;
20/06/2018 10:23:00;42.108;4100;27;47;
20/06/2018 10:24:00;44.022;4100;27;47;
20/06/2018 10:25:00;44.022;4100;27;47;
20/06/2018 10:26:00;42.108;4100;28;47;
20/06/2018 10:27:00;44.022;4100;28;47;
20/06/2018 10:28:00;44.022;4100;28;47;
20/06/2018 10:29:00;47.85;4100;28;47;
20/06/2018 10:30:00;45.936;4100;28;47;
20/06/2018 10:31:00;49.764;4100;28;47;
20/06/2018 10:32:00;45.936;4100;28;47;
20/06/2018 10:33:00;40.194;4100;28;47;
20/06/2018 10:34:00;40.194;4100;28;47;
20/06/2018 10:35:00;40.194;4100;28;47;
20/06/2018 10:36:00;42.108;4100;28;47;
20/06/2018 10:37:00;36.366;4100;28;47;
20/06/2018 10:38:00;38.28;4100;28;47;
20/06/2018 10:39:00;34.452;4100;28;47;
20/06/2018 10:40:00;38.28;4100;28;47;
20/06/2018 10:41:00;34.452;4100;28;47;
20/06/2018 10:42:00;36.366;4100;28;47;
20/06/2018 10:43:00;38.28;4100;28;47;
20/06/2018 10:44:00;36.366;4100;28;47;
20/06/2018 10:45:00;34.452;4100;28;47;
20/06/2018 10:46:00;30.624;4100;28;47;
20/06/2018 10:47:00;32.538;4100;28;47;
20/06/2018 10:48:00;36.366;4100;28;46;
20/06/2018 10:49:00;36.366;4100;28;46;
20/06/2018 10:50:00;32.538;4100;28;46;
20/06/2018 10:51:00;32.538;4100;28;46;
20/06/2018 10:52:00;26.796;4100;28;46;
20/06/2018 10:53:00;36.366;4100;28;46;
20/06/2018 10:54:00;36.366;4100;28;46;
20/06/2018 10:55:00;32.538;4100;28;46;
20/06/2018 10:56:00;38.28;4100;28;46;
20/06/2018 10:57:00;36.366;4100;28;46;
20/06/2018 10:58:00;34.452;4100;28;46;
20/06/2018 10:59:00;36.366;4100;28;46;
20/06/2018 11:00:00;30.624;4100;28;46;
20/06/2018 11:01:00;36.366;4100;28;46;
20/06/2018 11:02:00;36.366;4100;28;46;
20/06/2018 11:03:00;32.538;4100;28;46;
20/06/2018 11:04:00;32.538;4100;28;46;
20/06/2018 11:05:00;32.538;4100;28;46;
20/06/2018 11:06:00;38.28;4100;28;46;
20/06/2018 11:07:00;36.366;4100;28;46;
20/06/2018 11:08:00;40.194;4100;28;46;
20/06/2018 11:09:00;40.194;4100;28;46;
20/06/2018 11:10:00;40.194;4080;28;46;
20/06/2018 11:11:00;40.194;4080;28;46;
20/06/2018 11:12:00;44.022;4080;28;46;
20/06/2018 11:13:00;44.022;4080;28;46;
20/06/2018 11:14:00;36.366;4080;28;46;
20/06/2018 11:15:00;32.538;4080;28;46;
20/06/2018 11:16:00;36.366;4080;28;46;
20/06/2018 11:17:00;26.796;4080;28;46;
20/06/2018 11:18:00;26.796;4080;28;46;
20/06/2018 11:19:00;22.968;4080;28;46;
20/06/2018 11:20:00;24.882;4080;28;45;
20/06/2018 11:21:00;28.71;4080;28;46;
20/06/2018 11:22:00;36.366;4080;28;46;
20/06/2018 11:23:00;36.366;4080;28;46;
20/06/2018 11:24:00;30.624;4080;28;46;
20/06/2018 11:25:00;38.28;4080;28;46;
20/06/2018 11:26:00;36.366;4080;28;46;
20/06/2018 11:27:00;32.538;4080;28;46;
20/06/2018 11:28:00;38.28;4080;28;46;
20/06/2018 11:29:00;36.366;4080;28;46;
20/06/2018 11:30:00;38.28;4080;28;46;
20/06/2018 11:31:00;34.452;4080;28;46;
20/06/2018 11:32:00;44.022;4080;28;45;
20/06/2018 11:33:00;38.28;4080;28;46;
20/06/2018 11:34:00;40.194;4080;28;45;
20/06/2018 11:35:00;36.366;4080;28;45;
20/06/2018 11:36:00;34.452;4080;28;45;
20/06/2018 11:37:00;36.366;4080;28;45;
20/06/2018 11:38:00;40.194;4080;28;45;
20/06/2018 11:39:00;38.28;4080;28;45;
20/06/2018 11:40:00;40.194;4080;28;45;
20/06/2018 11:41:00;44.022;4080;28;45;
20/06/2018 11:42:00;49.764;4080;28;45;
20/06/2018 11:43:00;42.108;4080;28;45;
20/06/2018 11:44:00;34.452;4080;28;45;
20/06/2018 11:45:00;24.882;4080;28;45;
20/06/2018 11:46:00;26.796;4080;28;45;
20/06/2018 11:47:00;30.624;4080;28;45;
20/06/2018 11:48:00;26.796;4080;28;45;
20/06/2018 11:49:00;36.366;4080;28;45;
20/06/2018 11:50:00;36.366;4080;28;45;
20/06/2018 11:51:00;34.452;4080;28;45;
20/06/2018 11:52:00;26.796;4080;28;45;
20/06/2018 11:53:00;30.624;4080;28;45;
20/06/2018 11:54:00;32.538;4080;28;45;
20/06/2018 11:55:00;32.538;4080;28;45;
20/06/2018 11:56:00;34.452;4080;28;45;
20/06/2018 11:57:00;34.452;4080;28;45;
20/06/2018 11:58:00;38.28;4080;28;45;
20/06/2018 11:59:00;34.452;4080;28;45;
20/06/2018 12:00:00;34.452;4080;28;45;
20/06/2018 12:01:00;34.452;4080;28;45;
20/06/2018 12:02:00;36.366;4080;28;45;
20/06/2018 12:03:00;32.538;4080;28;45;
20/06/2018 12:04:00;36.366;4060;28;45;
20/06/2018 12:05:00;36.366;4080;28;45;
20/06/2018 12:06:00;36.366;4060;28;45;
20/06/2018 12:07:00;36.366;4060;28;45;
20/06/2018 12:08:00;38.28;4060;28;45;
20/06/2018 12:09:00;38.28;4060;28;45;
20/06/2018 12:10:00;38.28;4060;28;45;
20/06/2018 12:11:00;38.28;4060;28;45;
20/06/2018 12:12:00;40.194;4060;28;45;
20/06/2018 12:13:00;38.28;4060;28;45;
20/06/2018 12:14:00;36.366;4060;28;45;
20/06/2018 12:15:00;38.28;4060;28;45;
20/06/2018 12:16:00;40.194;4060;28;45;
20/06/2018 12:17:00;42.108;4060;28;45;
20/06/2018 12:18:00;38.28;4060;28;45;
20/06/2018 12:19:00;38.28;4060;28;44;
20/06/2018 12:20:00;42.108;4060;29;44;
20/06/2018 12:21:00;42.108;4060;29;44;
20/06/2018 12:22:00;40.194;4060;29;44;
20/06/2018 12:23:00;40.194;4060;29;44;
20/06/2018 12:24:00;40.194;4060;29;44;
20/06/2018 12:25:00;42.108;4060;29;44;
20/06/2018 12:26:00;44.022;4060;29;44;
20/06/2018 12:27:00;45.936;4060;29;44;
20/06/2018 12:28:00;42.108;4060;29;44;
20/06/2018 12:29:00;38.28;4060;29;44;
20/06/2018 12:30:00;40.194;4060;29;44;
20/06/2018 12:31:00;44.022;4060;29;44;
20/06/2018 12:32:00;44.022;4060;29;44;
20/06/2018 12:33:00;40.194;4060;29;44;
20/06/2018 12:34:00;42.108;4060;29;44;
20/06/2018 12:35:00;40.194;4060;29;44;
20/06/2018 12:36:00;42.108;4060;29;44;
20/06/2018 12:37:00;42.108;4060;29;44;
20/06/2018 12:38:00;40.194;4060;29;44;
20/06/2018 12:39:00;44.022;4060;29;44;
20/06/2018 12:40:00;38.28;4060;29;44;
20/06/2018 12:41:00;42.108;4060;29;44;
20/06/2018 12:42:00;40.194;4060;29;44;
20/06/2018 12:43:00;38.28;4060;29;44;
20/06/2018 12:44:00;47.85;4060;29;44;
20/06/2018 12:45:00;40.194;4060;29;44;
20/06/2018 12:46:00;40.194;4060;29;44;
20/06/2018 12:47:00;40.194;4060;29;44;
20/06/2018 12:48:00;38.28;4060;29;44;
20/06/2018 12:49:00;42.108;4060;29;44;
20/06/2018 12:50:00;40.194;4060;29;44;
20/06/2018 12:51:00;38.28;4060;29;44;
20/06/2018 12:52:00;36.366;4060;29;43;
20/06/2018 12:53:00;42.108;4060;29;43;
20/06/2018 12:54:00;38.28;4060;29;44;
20/06/2018 12:55:00;34.452;4060;29;43;
20/06/2018 12:56:00;34.452;4060;29;43;
20/06/2018 12:57:00;34.452;4060;29;43;
20/06/2018 12:58:00;38.28;4060;29;43;
20/06/2018 12:59:00;36.366;4060;29;43;
20/06/2018 13:00:00;42.108;4060;29;43;
20/06/2018 13:01:00;40.194;4060;29;43;
20/06/2018 13:02:00;36.366;4060;29;43;
20/06/2018 13:03:00;34.452;4060;29;43;
20/06/2018 13:04:00;36.366;4060;29;43;
20/06/2018 13:05:00;40.194;4060;29;43;
20/06/2018 13:06:00;34.452;4060;29;43;
20/06/2018 13:07:00;40.194;4060;29;43;
20/06/2018 13:08:00;36.366;4060;29;43;
20/06/2018 13:09:00;36.366;4060;29;43;
20/06/2018 13:10:00;34.452;4060;29;43;
20/06/2018 13:11:00;32.538;4060;29;43;
20/06/2018 13:12:00;36.366;4060;29;43;
20/06/2018 13:13:00;34.452;4060;29;43;
20/06/2018 13:14:00;38.28;4060;29;43;
20/06/2018 13:15:00;34.452;4060;29;43;
20/06/2018 13:16:00;42.108;4060;29;43;
20/06/2018 13:17:00;28.71;4060;29;43;
20/06/2018 13:18:00;34.452;4060;29;43;
20/06/2018 13:19:00;32.538;4040;29;43;
20/06/2018 13:20:00;34.452;4040;29;43;
20/06/2018 13:21:00;26.796;4040;29;43;
20/06/2018 13:22:00;32.538;4040;29;42;
20/06/2018 13:23:00;30.624;4040;29;42;
20/06/2018 13:24:00;30.624;4040;29;42;
20/06/2018 13:25:00;36.366;4040;29;42;
20/06/2018 13:26:00;34.452;4040;29;42;
20/06/2018 13:27:00;36.366;4040;29;42;
20/06/2018 13:28:00;40.194;4040;29;42;
20/06/2018 13:29:00;40.194;4040;29;42;
20/06/2018 13:30:00;34.452;4040;29;42;
20/06/2018 13:31:00;40.194;4040;29;42;
20/06/2018 13:32:00;30.624;4040;29;42;
20/06/2018 13:33:00;36.366;4040;29;42;
20/06/2018 13:34:00;38.28;4040;29;42;
20/06/2018 13:35:00;38.28;4040;29;42;
20/06/2018 13:36:00;36.366;4040;29;42;
20/06/2018 13:37:00;36.366;4040;29;43;
20/06/2018 13:38:00;30.624;4040;29;43;
20/06/2018 13:39:00;34.452;4040;29;42;
