id, node_id, server_timestamp, timestamp, type_id, value_num, value_str
42710921, 35669077111271345, 2018-04-05 19:53:16, 2018-04-05 19:51:21, 7, 26, 
42710923, 35669077111271345, 2018-04-05 19:53:16, 2018-04-05 19:51:21, 8, 27, 
42710925, 35669077252071345, 2018-04-05 19:53:16, 2018-04-05 19:49:42, 1, 48.8667182922, 
42710927, 35669077252071345, 2018-04-05 19:53:17, 2018-04-05 19:49:42, 2, 2.33338999748, 
42710929, 35669077252071345, 2018-04-05 19:53:17, 2018-04-05 19:49:42, 3, 0, 
42710930, 35669077252071345, 2018-04-05 19:53:17, 2018-04-05 19:51:22, 5, 28.8, 
42710931, 35669077252071345, 2018-04-05 19:53:17, 2018-04-05 19:49:42, 4, 22.8, 
42710938, 35669077111271345, 2018-04-05 19:53:19, 2018-04-05 19:51:21, 9, 23, 
42710939, 35669077111271345, 2018-04-05 19:53:19, 2018-04-05 19:51:21, 5, 33.5, 
42710946, 35669077252071345, 2018-04-05 19:53:20, 2018-04-05 19:49:42, 6, 1016.5, 
42710947, 35669077252071345, 2018-04-05 19:53:20, 2018-04-05 19:49:42, 7, 5, 
42710948, 35669077111271345, 2018-04-05 19:53:22, 2018-04-05 19:51:12, 1, 48.8667297363, 
42710949, 35669077111271345, 2018-04-05 19:53:22, 2018-04-05 19:49:48, 1, 48.8667297363, 
42710950, 35669077111271345, 2018-04-05 19:53:22, 2018-04-05 19:51:12, 2, 2.33333992958, 
42710951, 35669077111271345, 2018-04-05 19:53:22, 2018-04-05 19:49:48, 2, 2.33333992958, 
42710952, 35669077111271345, 2018-04-05 19:53:22, 2018-04-05 19:51:12, 3, 0, 
42710953, 35669077111271345, 2018-04-05 19:53:22, 2018-04-05 19:49:48, 3, 0, 
42710954, 35669077111271345, 2018-04-05 19:53:22, 2018-04-05 19:51:12, 15, 0, 
42710955, 35669077111271345, 2018-04-05 19:53:22, 2018-04-05 19:49:48, 4, 22.4, 
42710962, 35669077252071345, 2018-04-05 19:53:23, 2018-04-05 19:49:42, 8, 5, 
42710963, 35669077252071345, 2018-04-05 19:53:23, 2018-04-05 19:49:42, 9, 3, 
42710970, 35669077111271345, 2018-04-05 19:53:26, 2018-04-05 19:49:48, 6, 1014.7, 
42710971, 35669077111271345, 2018-04-05 19:53:26, 2018-04-05 19:49:48, 7, 29, 
42710975, 35669077252071345, 2018-04-05 19:53:26, 2018-04-05 19:49:42, 5, 28.7, 
42710982, 35669077111271345, 2018-04-05 19:53:30, 2018-04-05 19:49:48, 8, 29, 
42710983, 35669077111271345, 2018-04-05 19:53:30, 2018-04-05 19:49:48, 9, 26, 
42710987, 35669077111271345, 2018-04-05 19:53:33, 2018-04-05 19:49:48, 5, 29, 
42710988, 3566907742371345, 2018-04-05 19:54:07, 2018-04-05 19:51:12, 1, 48.8667602539, 
42710989, 3566907742371345, 2018-04-05 19:54:07, 2018-04-05 19:51:12, 2, 2.33336997032, 
42710990, 3566907742371345, 2018-04-05 19:54:07, 2018-04-05 19:51:12, 3, 0, 
42710991, 3566907742371345, 2018-04-05 19:54:07, 2018-04-05 19:51:12, 4, 24.7, 
42710996, 3566907742371345, 2018-04-05 19:54:09, 2018-04-05 19:51:12, 6, 1014.9, 
42710999, 3566907742371345, 2018-04-05 19:54:10, 2018-04-05 19:51:12, 7, 4, 
42711000, 35669077111271345, 2018-04-05 19:54:11, 2018-04-05 19:53:11, 1, 48.8667297363, 
42711001, 35669077111271345, 2018-04-05 19:54:11, 2018-04-05 19:53:11, 2, 2.33333992958, 
42711002, 35669077111271345, 2018-04-05 19:54:11, 2018-04-05 19:53:11, 3, 0, 
42711003, 35669077111271345, 2018-04-05 19:54:11, 2018-04-05 19:53:11, 15, 3, 
42711009, 3566907742371345, 2018-04-05 19:54:12, 2018-04-05 19:51:12, 8, 5, 
42711011, 3566907742371345, 2018-04-05 19:54:12, 2018-04-05 19:51:12, 9, 3, 
42711015, 3566907742371345, 2018-04-05 19:54:15, 2018-04-05 19:51:12, 5, 24.8, 
42711016, 3566907722371345, 2018-04-05 19:54:30, 2018-04-05 19:52:31, 1, 48.8667106628, 
42711017, 3566907722371345, 2018-04-05 19:54:30, 2018-04-05 19:52:31, 2, 2.33330988884, 
42711018, 3566907722371345, 2018-04-05 19:54:30, 2018-04-05 19:52:31, 3, 0, 
42711019, 3566907722371345, 2018-04-05 19:54:30, 2018-04-05 19:52:31, 4, 24.6, 
42711026, 3566907722371345, 2018-04-05 19:54:33, 2018-04-05 19:52:31, 6, 1013.9, 
42711027, 3566907722371345, 2018-04-05 19:54:33, 2018-04-05 19:52:31, 7, 0, 
42711034, 3566907722371345, 2018-04-05 19:54:36, 2018-04-05 19:52:31, 9, 0, 
42711035, 3566907722371345, 2018-04-05 19:54:36, 2018-04-05 19:52:31, 8, 3, 
42711042, 3566907722371345, 2018-04-05 19:54:39, 2018-04-05 19:52:31, 5, 1, 
42711043, 3566907722371345, 2018-04-05 19:54:39, 2018-04-05 19:52:31, 11, 0, 
42711044, 3566907722371345, 2018-04-05 19:54:41, 2018-04-05 19:50:58, 1, 48.8667106628, 
42711046, 3566907722371345, 2018-04-05 19:54:41, 2018-04-05 19:50:58, 2, 2.33330988884, 
42711048, 3566907722371345, 2018-04-05 19:54:42, 2018-04-05 19:50:58, 3, 0, 
42711050, 3566907722371345, 2018-04-05 19:54:42, 2018-04-05 19:50:58, 4, 24.6, 
42711051, 3566907722371345, 2018-04-05 19:54:42, 2018-04-05 19:50:58, 6, 1013.9, 
42711058, 3566907722371345, 2018-04-05 19:54:44, 2018-04-05 19:50:58, 8, 3, 
42711059, 3566907722371345, 2018-04-05 19:54:44, 2018-04-05 19:50:58, 7, 0, 
42711066, 3566907722371345, 2018-04-05 19:54:47, 2018-04-05 19:50:58, 9, 0, 
42711067, 3566907722371345, 2018-04-05 19:54:47, 2018-04-05 19:50:58, 5, 1, 
42711071, 3566907722371345, 2018-04-05 19:54:50, 2018-04-05 19:50:58, 11, 0, 
42711072, 3566907742371345, 2018-04-05 19:55:07, 2018-04-05 19:52:52, 1, 48.8667602539, 
42711073, 3566907742371345, 2018-04-05 19:55:07, 2018-04-05 19:52:52, 2, 2.33336997032, 
42711074, 3566907742371345, 2018-04-05 19:55:08, 2018-04-05 19:52:52, 3, 0, 
42711075, 3566907742371345, 2018-04-05 19:55:08, 2018-04-05 19:52:52, 4, 25, 
42711076, 35669077252071345, 2018-04-05 19:55:08, 2018-04-05 19:53:02, 1, 48.8667182922, 
42711077, 35669077252071345, 2018-04-05 19:55:08, 2018-04-05 19:53:02, 2, 2.33338999748, 
42711078, 35669077252071345, 2018-04-05 19:55:08, 2018-04-05 19:53:02, 3, 0, 
42711079, 35669077252071345, 2018-04-05 19:55:08, 2018-04-05 19:53:02, 4, 22.9, 
42711085, 3566907742371345, 2018-04-05 19:55:10, 2018-04-05 19:52:52, 6, 1015, 
42711087, 3566907742371345, 2018-04-05 19:55:10, 2018-04-05 19:52:52, 7, 6, 
42711094, 35669077252071345, 2018-04-05 19:55:11, 2018-04-05 19:53:02, 6, 1016.5, 
42711095, 35669077252071345, 2018-04-05 19:55:11, 2018-04-05 19:53:02, 7, 4, 
42711096, 35669077111271345, 2018-04-05 19:55:12, 2018-04-05 19:54:11, 1, 48.8667297363, 
42711097, 35669077111271345, 2018-04-05 19:55:12, 2018-04-05 19:54:11, 2, 2.33333992958, 
42711098, 35669077111271345, 2018-04-05 19:55:12, 2018-04-05 19:54:11, 3, 0, 
42711099, 35669077111271345, 2018-04-05 19:55:12, 2018-04-05 19:54:11, 15, 3, 
42711105, 3566907742371345, 2018-04-05 19:55:13, 2018-04-05 19:52:52, 8, 7, 
42711107, 3566907742371345, 2018-04-05 19:55:13, 2018-04-05 19:52:52, 9, 5, 
42711114, 35669077252071345, 2018-04-05 19:55:14, 2018-04-05 19:53:02, 8, 4, 
42711115, 35669077252071345, 2018-04-05 19:55:14, 2018-04-05 19:53:02, 9, 3, 
42711116, 35669077111271345, 2018-04-05 19:55:14, 2018-04-05 19:52:54, 1, 48.8667297363, 
42711118, 35669077111271345, 2018-04-05 19:55:14, 2018-04-05 19:52:54, 2, 2.33333992958, 
42711120, 35669077111271345, 2018-04-05 19:55:14, 2018-04-05 19:52:54, 3, 0, 
42711122, 35669077111271345, 2018-04-05 19:55:14, 2018-04-05 19:52:54, 4, 22.8, 
42711123, 35669077111271345, 2018-04-05 19:55:14, 2018-04-05 19:52:54, 6, 1014.7, 
42711127, 3566907742371345, 2018-04-05 19:55:16, 2018-04-05 19:52:52, 5, 25.1, 
42711132, 35669077252071345, 2018-04-05 19:55:17, 2018-04-05 19:53:02, 5, 29, 
42711138, 35669077111271345, 2018-04-05 19:55:17, 2018-04-05 19:52:54, 7, 83, 
