id, timestamp, node_id, node_name, gps_lat, gps_lng, gps_alt, temperatre, humidity, pressure, pm2.5, pm10, pm1.0, formaldehyde, no2,bc
6371,2018-03-20 14:53:00+01, 35669077133271345, AirParif6, 48.7088699341, 2.14888834953, 174, 7.8, 41.8,1003.7,10,12,7,,,
6381,2018-03-20 14:55:00+01, 35669077133271345, AirParif6, 48.7089195251, 2.14895176888, 178, 8.3, 42.2,1003.6,10,12,7,,,
6390,2018-03-20 14:57:00+01, 35669077133271345, AirParif6, 48.7089309692, 2.14899516106, 177, 8.2, 42.4,1003.7,10,13,8,,,
6395,2018-03-20 14:58:00+01, 35669077133271345, AirParif6, 48.7089233398, 2.14901232719, 176, 8.2, 43.9,1003.5,10,10,7,,,
6402,2018-03-20 15:00:00+01, 35669077133271345, AirParif6, 48.7089004517, 2.14892911911, 173, 7.9, 42.1,1003.6,11,12,8,,,
6410,2018-03-20 15:02:00+01, 35669077133271345, AirParif6, 48.7089729309, 2.14894104004, 165, 8, 42.4,1003.6,11,13,8,,,
6414,2018-03-20 15:03:00+01, 35669077133271345, AirParif6, 48.7088699341, 2.14887189865, 156, 7.9, 43,1003.6,9,10,7,,,
6423,2018-03-20 15:05:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14889788628, 168, 7.5, 41.8,1003.7,9,11,8,,,
6430,2018-03-20 15:07:00+01, 35669077133271345, AirParif6, 48.7089309692, 2.14898109436, 174, 7.8, 42.3,1003.6,9,10,6,,,
6435,2018-03-20 15:08:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14893126488, 166, 8.2, 41.5,1003.7,8,10,6,,,
6444,2018-03-20 15:10:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14891624451, 160, 8.2, 41.4,1003.5,8,11,7,,,
6452,2018-03-20 15:12:00+01, 35669077133271345, AirParif6, 48.7088699341, 2.14886879921, 165, 7.7, 39.1,1003.6,8,9,6,,,
6458,2018-03-20 15:13:00+01, 35669077133271345, AirParif6, 48.708896637, 2.14889073372, 166, 7.4, 39.6,1003.7,10,11,7,,,
6465,2018-03-20 15:15:00+01, 35669077133271345, AirParif6, 48.7089271545, 2.14891171455, 170, 7.5, 41,1003.6,9,10,7,,,
6475,2018-03-20 15:17:00+01, 35669077133271345, AirParif6, 48.7088890076, 2.14892673492, 166, 7.5, 41.5,1003.7,9,10,8,,,
6480,2018-03-20 15:18:00+01, 35669077133271345, AirParif6, 48.7088699341, 2.14898538589, 163, 7.9, 43.6,1003.8,9,11,7,,,
6486,2018-03-20 15:20:00+01, 35669077133271345, AirParif6, 48.7088546753, 2.14887547493, 160, 8, 42.2,1003.7,9,10,7,,,
6493,2018-03-20 15:22:00+01, 35669077133271345, AirParif6, 48.7088699341, 2.14880228043, 159, 7.9, 41.2,1003.6,10,13,8,,,
6498,2018-03-20 15:23:00+01, 35669077133271345, AirParif6, 48.7088775635, 2.14891052246, 161, 8.3, 41.7,1003.9,9,13,7,,,
6506,2018-03-20 15:25:00+01, 35669077133271345, AirParif6, 48.7089042664, 2.14887475967, 164, 7.3, 39.7,1003.7,9,10,7,,,
6517,2018-03-20 15:27:00+01, 35669077133271345, AirParif6, 48.7089271545, 2.14886689186, 167, 7.3, 40.5,1003.6,10,12,8,,,
6520,2018-03-20 15:28:00+01, 35669077133271345, AirParif6, 48.7089271545, 2.14891433716, 168, 7.5, 38.5,1003.8,11,13,8,,,
6528,2018-03-20 15:30:00+01, 35669077133271345, AirParif6, 48.7089233398, 2.14892077446, 165, 7.3, 41.1,1003.7,10,12,8,,,
6536,2018-03-20 15:32:00+01, 35669077133271345, AirParif6, 48.7088661194, 2.14885663986, 168, 7.5, 39.4,1003.9,11,12,8,,,
6540,2018-03-20 15:33:00+01, 35669077133271345, AirParif6, 48.7089157104, 2.14887309074, 168, 7.9, 39.9,1003.9,11,11,8,,,
6550,2018-03-20 15:35:00+01, 35669077133271345, AirParif6, 48.7089271545, 2.14884066582, 170, 8, 40.4,1003.8,9,10,7,,,
6557,2018-03-20 15:37:00+01, 35669077133271345, AirParif6, 48.7088851929, 2.14888858795, 164, 8.3, 39.8,1003.8,13,16,10,,,
6562,2018-03-20 15:38:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14886856079, 166, 8.7, 39.9,1003.8,11,13,8,,,
6572,2018-03-20 15:40:00+01, 35669077133271345, AirParif6, 48.7088737488, 2.14884638786, 165, 9, 38.4,1003.7,11,13,8,,,
6579,2018-03-20 15:42:00+01, 35669077133271345, AirParif6, 48.7088661194, 2.14888095856, 165, 8.8, 37.2,1003.7,11,12,8,,,
6582,2018-03-20 15:43:00+01, 35669077133271345, AirParif6, 48.7088851929, 2.1489071846, 165, 8.8, 37.6,1003.8,11,13,8,,,
6592,2018-03-20 15:45:00+01, 35669077133271345, AirParif6, 48.7088661194, 2.14889216423, 164, 8.6, 38.3,1003.8,11,12,8,,,
6600,2018-03-20 15:47:00+01, 35669077133271345, AirParif6, 48.7088432312, 2.1488597393, 158, 8, 38.6,1003.8,11,13,9,,,
6602,2018-03-20 15:48:00+01, 35669077133271345, AirParif6, 48.7088394165, 2.14885258675, 158, 8, 37.7,1003.9,11,12,8,,,
6614,2018-03-20 15:50:00+01, 35669077133271345, AirParif6, 48.7088661194, 2.14883828163, 155, 8.3, 36.8,1003.8,11,13,8,,,
6621,2018-03-20 15:52:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14877343178, 169, 8.1, 36.4,1003.9,11,12,7,,,
6626,2018-03-20 15:53:00+01, 35669077133271345, AirParif6, 48.7088012695, 2.14888143539, 157, 7.7, 35.7,1003.9,12,13,9,,,
6633,2018-03-20 15:55:00+01, 35669077133271345, AirParif6, 48.70885849, 2.14888739586, 167, 7.7, 37.7,1003.8,11,12,8,,,
6642,2018-03-20 15:57:00+01, 35669077133271345, AirParif6, 48.7089042664, 2.14887309074, 169, 7.8, 36.2,1003.9,12,14,8,,,
6646,2018-03-20 15:58:00+01, 35669077133271345, AirParif6, 48.7089576721, 2.14881873131, 160, 7.9, 37.5,1004,11,12,8,,,
6654,2018-03-20 16:00:00+01, 35669077133271345, AirParif6, 48.7089309692, 2.14879560471, 161, 7.9, 38.1,1004,12,14,9,,,
6662,2018-03-20 16:02:00+01, 35669077133271345, AirParif6, 48.7088851929, 2.14886832237, 162, 8.7, 37.6,1004,12,12,8,,,
6666,2018-03-20 16:03:00+01, 35669077133271345, AirParif6, 48.7088279724, 2.14893555641, 157, 8.6, 35.5,1004,12,12,8,,,
6676,2018-03-20 16:05:00+01, 35669077133271345, AirParif6, 48.7089233398, 2.14885258675, 157, 8.9, 36.2,1004,11,13,9,,,
6682,2018-03-20 16:07:00+01, 35669077133271345, AirParif6, 48.7089271545, 2.14881658554, 160, 9.2, 35,1004,10,12,8,,,
6688,2018-03-20 16:08:00+01, 35669077133271345, AirParif6, 48.7088241577, 2.14885425568, 163, 8.6, 34.6,1004.1,11,12,9,,,
6698,2018-03-20 16:10:00+01, 35669077133271345, AirParif6, 48.708896637, 2.14880633354, 166, 7.9, 35.5,1004,13,15,9,,,
6705,2018-03-20 16:12:00+01, 35669077133271345, AirParif6, 48.7088279724, 2.14888286591, 159, 7.8, 34.2,1004.1,11,12,8,,,
6708,2018-03-20 16:13:00+01, 35669077133271345, AirParif6, 48.7088050842, 2.14889168739, 167, 7.8, 35.7,1004.1,11,12,9,,,
6721,2018-03-20 16:15:00+01, 35669077133271345, AirParif6, 48.7088012695, 2.14891672134, 167, 7.8, 34.6,1004,11,13,8,,,
6726,2018-03-20 16:17:00+01, 35669077133271345, AirParif6, 48.7088432312, 2.14887905121, 159, 7.9, 36.3,1004.2,12,14,9,,,
6733,2018-03-20 16:18:00+01, 35669077133271345, AirParif6, 48.7089195251, 2.14884209633, 153, 7.9, 36.9,1004.1,11,13,8,,,
6744,2018-03-20 16:20:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14897227287, 163, 8.3, 36.3,1004.3,12,13,10,,,
6752,2018-03-20 16:22:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14890146255, 171, 8.2, 36.5,1004.2,12,14,9,,,
6756,2018-03-20 16:23:00+01, 35669077133271345, AirParif6, 48.7088088989, 2.14879989624, 160, 8.7, 35.8,1004.2,12,12,9,,,
6764,2018-03-20 16:25:00+01, 35669077133271345, AirParif6, 48.7088623047, 2.14885163307, 143, 8.8, 35.7,1004.2,12,13,9,,,
6775,2018-03-20 16:27:00+01, 35669077133271345, AirParif6, 48.7088508606, 2.1488802433, 166, 9.1, 34.8,1004.2,11,13,9,,,
6783,2018-03-20 16:28:00+01, 35669077133271345, AirParif6, 48.7088317871, 2.14888930321, 168, 8.7, 35.1,1004.1,12,15,9,,,
6791,2018-03-20 16:30:00+01, 35669077133271345, AirParif6, 48.7089958191, 2.14879441261, 178, 8.7, 33.2,1004.2,11,12,8,,,
6802,2018-03-20 16:32:00+01, 35669077133271345, AirParif6, 48.7088165283, 2.14883756638, 166, 8.8, 34.1,1004.2,13,13,10,,,
6804,2018-03-20 16:33:00+01, 35669077133271345, AirParif6, 48.7088661194, 2.14881086349, 168, 8.7, 36.8,1004.3,12,14,9,,,
6817,2018-03-20 16:35:00+01, 35669077133271345, AirParif6, 48.7089042664, 2.14880013466, 159, 8.1, 36.6,1004.1,13,15,10,,,
6822,2018-03-20 16:37:00+01, 35669077133271345, AirParif6, 48.7088623047, 2.14887094498, 161, 8.3, 32.8,1004.3,11,11,8,,,
6828,2018-03-20 16:38:00+01, 35669077133271345, AirParif6, 48.7088890076, 2.14886546135, 167, 8.5, 33.5,1004.2,12,13,10,,,
6842,2018-03-20 16:40:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14883184433, 177, 8.4, 34.8,1004.4,12,14,10,,,
6848,2018-03-20 16:42:00+01, 35669077133271345, AirParif6, 48.7089653015, 2.14873456955, 152, 7.8, 32.9,1004.5,12,14,9,,,
6856,2018-03-20 16:43:00+01, 35669077133271345, AirParif6, 48.7088661194, 2.14891457558, 166, 8.5, 35.7,1004.4,13,15,9,,,
6860,2018-03-20 16:45:00+01, 35669077133271345, AirParif6, 48.7087936401, 2.14890122414, 151, 8.5, 36.2,1004.4,12,13,9,,,
6871,2018-03-20 16:47:00+01, 35669077133271345, AirParif6, 48.7088394165, 2.14891839027, 158, 8.5, 36,1004.5,12,13,10,,,
6874,2018-03-20 16:48:00+01, 35669077133271345, AirParif6, 48.7088623047, 2.14881563187, 154, 9, 35,1004.3,13,14,9,,,
6886,2018-03-20 16:50:00+01, 35669077133271345, AirParif6, 48.7088623047, 2.14883875847, 161, 8.6, 34.1,1004.5,13,14,9,,,
6888,2018-03-20 16:52:00+01, 35669077133271345, AirParif6, 48.7088165283, 2.14886260033, 160, 8.7, 34.5,1004.5,12,13,10,,,
6898,2018-03-20 16:53:00+01, 35669077133271345, AirParif6, 48.7088890076, 2.14881587029, 148, 8.5, 33.7,1004.6,12,13,10,,,
6902,2018-03-20 16:55:00+01, 35669077133271345, AirParif6, 48.7089347839, 2.14887404442, 171, 8.5, 34.8,1004.6,14,15,11,,,
6913,2018-03-20 16:57:00+01, 35669077133271345, AirParif6, 48.7088394165, 2.14895296097, 142, 8.7, 34.4,1004.5,12,13,9,,,
6915,2018-03-20 16:58:00+01, 35669077133271345, AirParif6, 48.7088508606, 2.14889955521, 160, 8.6, 32.6,1004.5,11,11,8,,,
6923,2018-03-20 17:00:00+01, 35669077133271345, AirParif6, 48.7090454102, 2.14880442619, 182, 8.7, 33.2,1004.6,12,13,9,,,
6931,2018-03-20 17:02:00+01, 35669077133271345, AirParif6, 48.7089576721, 2.14881229401, 168, 8.5, 34.4,1004.6,11,13,9,,,
6939,2018-03-20 17:03:00+01, 35669077133271345, AirParif6, 48.7090263367, 2.1487891674, 180, 8.7, 34.5,1004.6,12,14,10,,,
6946,2018-03-20 17:05:00+01, 35669077133271345, AirParif6, 48.7091331482, 2.14879989624, 174, 8.4, 33.1,1004.5,11,12,8,,,
6950,2018-03-20 17:07:00+01, 35669077133271345, AirParif6, 48.7089729309, 2.14882230759, 179, 8.5, 33.3,1004.6,11,12,9,,,
6961,2018-03-20 17:08:00+01, 35669077133271345, AirParif6, 48.7090339661, 2.14874720573, 165, 8.2, 34.3,1004.7,10,11,8,,,
6967,2018-03-20 17:10:00+01, 35669077133271345, AirParif6, 48.7089653015, 2.14879822731, 165, 8.3, 35.2,1004.8,11,13,8,,,
6977,2018-03-20 17:12:00+01, 35669077133271345, AirParif6, 48.7089042664, 2.14881086349, 155, 8.3, 34.1,1004.5,12,13,9,,,
6980,2018-03-20 17:13:00+01, 35669077133271345, AirParif6, 48.7088775635, 2.14882612228, 167, 8.4, 33.5,1004.7,12,13,9,,,
6986,2018-03-20 17:15:00+01, 35669077133271345, AirParif6, 48.7088928223, 2.14885520935, 168, 8.3, 33.8,1004.9,11,13,9,,,
6997,2018-03-20 17:17:00+01, 35669077133271345, AirParif6, 48.7088470459, 2.14884305, 175, 8.4, 34,1004.7,11,12,8,,,
7002,2018-03-20 17:18:00+01, 35669077133271345, AirParif6, 48.7087478638, 2.1488442421, 176, 8.4, 32.7,1004.9,12,13,9,,,
7012,2018-03-20 17:20:00+01, 35669077133271345, AirParif6, 48.7087860107, 2.14889478683, 167, 8.2, 33.7,1004.9,12,13,8,,,
7014,2018-03-20 17:22:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14884591103, 165, 8.4, 34.1,1005,11,13,9,,,
7023,2018-03-20 17:23:00+01, 35669077133271345, AirParif6, 48.7088050842, 2.14881539345, 163, 8.7, 33.7,1004.9,12,14,9,,,
7028,2018-03-20 17:25:00+01, 35669077133271345, AirParif6, 48.7087898254, 2.14885854721, 162, 8.1, 32.1,1004.8,10,11,8,,,
7035,2018-03-20 17:27:00+01, 35669077133271345, AirParif6, 48.7088356018, 2.14883852005, 158, 8.7, 33.4,1004.9,12,13,9,,,
7041,2018-03-20 17:28:00+01, 35669077133271345, AirParif6, 48.708770752, 2.14892983437, 157, 8.9, 31.2,1005,10,12,9,,,
7053,2018-03-20 17:30:00+01, 35669077133271345, AirParif6, 48.7087860107, 2.14889073372, 158, 8.8, 31.5,1004.9,11,14,8,,,
7056,2018-03-20 17:32:00+01, 35669077133271345, AirParif6, 48.7088050842, 2.1488571167, 159, 8.7, 30.3,1005,11,11,8,,,
7062,2018-03-20 17:33:00+01, 35669077133271345, AirParif6, 48.708820343, 2.14884209633, 160, 8.7, 31,1005,12,13,9,,,
7071,2018-03-20 17:35:00+01, 35669077133271345, AirParif6, 48.7088432312, 2.14882469177, 150, 8.6, 32.3,1005,12,12,8,,,
7079,2018-03-20 17:37:00+01, 35669077133271345, AirParif6, 48.7087287903, 2.14889788628, 165, 8.7, 33.3,1005,12,14,9,,,
7083,2018-03-20 17:38:00+01, 35669077133271345, AirParif6, 48.7087516785, 2.14891624451, 164, 8.5, 34.5,1005.2,12,13,9,,,
7092,2018-03-20 17:40:00+01, 35669077133271345, AirParif6, 48.7087554932, 2.14892482758, 162, 8.5, 33.3,1005.1,11,13,7,,,
7097,2018-03-20 17:42:00+01, 35669077133271345, AirParif6, 48.7087669373, 2.14889526367, 164, 8.7, 32.3,1005.2,11,13,9,,,
7108,2018-03-20 17:43:00+01, 35669077133271345, AirParif6, 48.7088356018, 2.14887547493, 161, 8.5, 32.7,1005.1,9,11,7,,,
7112,2018-03-20 17:45:00+01, 35669077133271345, AirParif6, 48.7088165283, 2.14886164665, 169, 8.9, 31.2,1005.3,11,12,8,,,
7119,2018-03-20 17:47:00+01, 35669077133271345, AirParif6, 48.708820343, 2.14886069298, 168, 9, 31,1005.2,10,11,8,,,
7125,2018-03-20 17:48:00+01, 35669077133271345, AirParif6, 48.7088012695, 2.14885210991, 149, 8.8, 31.1,1005.2,10,13,8,,,
7134,2018-03-20 17:50:00+01, 35669077133271345, AirParif6, 48.7087860107, 2.14890813828, 163, 8.5, 31.3,1005.3,10,11,8,,,
7142,2018-03-20 17:52:00+01, 35669077133271345, AirParif6, 48.7088279724, 2.14886283875, 165, 8.2, 32.1,1005.1,11,14,8,,,
7149,2018-03-20 17:53:00+01, 35669077133271345, AirParif6, 48.7086868286, 2.14892959595, 170, 7.8, 31.1,1005.3,12,15,9,,,
7156,2018-03-20 17:55:00+01, 35669077133271345, AirParif6, 48.7087516785, 2.14896392822, 159, 8.2, 33.4,1005.3,11,13,8,,,
7160,2018-03-20 17:57:00+01, 35669077133271345, AirParif6, 48.708820343, 2.14890956879, 164, 8.2, 33.2,1005.4,10,12,8,,,
7168,2018-03-20 17:58:00+01, 35669077133271345, AirParif6, 48.7087631226, 2.14888191223, 158, 8.4, 33.9,1005.4,12,13,9,,,
7178,2018-03-20 18:00:00+01, 35669077133271345, AirParif6, 48.7088775635, 2.14881682396, 167, 8.3, 33.3,1005.5,12,15,9,,,
7184,2018-03-20 18:02:00+01, 35669077133271345, AirParif6, 48.7089538574, 2.14881801605, 163, 8.5, 32.6,1005.5,11,14,8,,,
7188,2018-03-20 18:03:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14881801605, 161, 8.8, 33.5,1005.5,11,12,9,,,
7196,2018-03-20 18:05:00+01, 35669077133271345, AirParif6, 48.7088127136, 2.14886474609, 156, 8.5, 33.5,1005.6,12,15,9,,,
7203,2018-03-20 18:07:00+01, 35669077133271345, AirParif6, 48.7088050842, 2.14885950089, 165, 8.4, 33.9,1005.6,11,12,8,,,
7210,2018-03-20 18:08:00+01, 35669077133271345, AirParif6, 48.7088890076, 2.1488237381, 164, 8.5, 33.9,1005.5,11,11,8,,,
7219,2018-03-20 18:10:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14885950089, 165, 8, 32.8,1005.6,11,12,8,,,
7224,2018-03-20 18:12:00+01, 35669077133271345, AirParif6, 48.7088127136, 2.14883828163, 175, 7.7, 32.6,1005.7,10,11,8,,,
7233,2018-03-20 18:13:00+01, 35669077133271345, AirParif6, 48.7088508606, 2.14887857437, 167, 7.8, 33.9,1005.7,10,10,7,,,
7240,2018-03-20 18:15:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14875125885, 162, 7.8, 33.2,1005.7,11,13,8,,,
7243,2018-03-20 18:17:00+01, 35669077133271345, AirParif6, 48.7089385986, 2.14885425568, 169, 8.2, 33.9,1005.6,9,10,7,,,
7253,2018-03-20 18:18:00+01, 35669077133271345, AirParif6, 48.7089500427, 2.14881801605, 165, 8.3, 31.7,1005.8,9,10,6,,,
7259,2018-03-20 18:20:00+01, 35669077133271345, AirParif6, 48.7089004517, 2.14883708954, 160, 8.4, 32.6,1005.8,7,8,5,,,
7266,2018-03-20 18:22:00+01, 35669077133271345, AirParif6, 48.7088928223, 2.14887714386, 161, 8.6, 30.9,1005.8,8,9,6,,,
7273,2018-03-20 18:23:00+01, 35669077133271345, AirParif6, 48.7089385986, 2.14888238907, 161, 8.7, 31.3,1005.9,9,10,7,,,
7283,2018-03-20 18:25:00+01, 35669077133271345, AirParif6, 48.7089653015, 2.14883828163, 164, 8.9, 31.4,1005.8,7,8,5,,,
7285,2018-03-20 18:27:00+01, 35669077133271345, AirParif6, 48.7089347839, 2.14884877205, 163, 8.7, 30.7,1005.9,9,11,6,,,
7294,2018-03-20 18:28:00+01, 35669077133271345, AirParif6, 48.708946228, 2.14884757996, 162, 8.6, 31.1,1005.9,8,9,6,,,
7305,2018-03-20 18:30:00+01, 35669077133271345, AirParif6, 48.7090110779, 2.14883518219, 166, 8.7, 30,1006,7,8,6,,,
7308,2018-03-20 18:31:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14883947372, 158, 8.6, 29.7,1006,8,9,6,,,
7317,2018-03-20 18:33:00+01, 35669077133271345, AirParif6, 48.7088775635, 2.14884805679, 157, 8.4, 30.7,1006,7,8,5,,,
7323,2018-03-20 18:35:00+01, 35669077133271345, AirParif6, 48.7088890076, 2.14878940582, 158, 8.6, 31.3,1006,7,9,5,,,
7327,2018-03-20 18:36:00+01, 35669077133271345, AirParif6, 48.7088890076, 2.14887809753, 159, 8.9, 31.3,1006.1,7,8,6,,,
7339,2018-03-20 18:38:00+01, 35669077133271345, AirParif6, 48.7088241577, 2.14877223969, 157, 8.8, 30.5,1006.1,6,7,5,,,
7345,2018-03-20 18:40:00+01, 35669077133271345, AirParif6, 48.7088394165, 2.14880609512, 167, 8.9, 30.9,1006.1,6,7,5,,,
7348,2018-03-20 18:41:00+01, 35669077133271345, AirParif6, 48.708770752, 2.14892172813, 160, 8.8, 31,1006.1,6,7,4,,,
7360,2018-03-20 18:43:00+01, 35669077133271345, AirParif6, 48.7087402344, 2.14891219139, 162, 8.7, 30.4,1006.1,7,8,5,,,
7365,2018-03-20 18:45:00+01, 35669077133271345, AirParif6, 48.7088012695, 2.14885187149, 158, 8.4, 29.7,1006.3,6,6,4,,,
7373,2018-03-20 18:46:00+01, 35669077133271345, AirParif6, 48.7088356018, 2.14887261391, 158, 8.5, 30.1,1006.2,6,7,4,,,
7379,2018-03-20 18:48:00+01, 35669077133271345, AirParif6, 48.708896637, 2.14884543419, 164, 8.3, 30.3,1006.2,5,6,4,,,
7388,2018-03-20 18:50:00+01, 35669077133271345, AirParif6, 48.708820343, 2.14885854721, 153, 7.9, 30.3,1006.4,5,6,4,,,
7392,2018-03-20 18:52:00+01, 35669077133271345, AirParif6, 48.7088241577, 2.14881706238, 147, 7.9, 30.6,1006.3,5,7,3,,,
7400,2018-03-20 18:53:00+01, 35669077133271345, AirParif6, 48.708820343, 2.14887857437, 160, 7.7, 31.1,1006.4,6,7,4,,,
7408,2018-03-20 18:55:00+01, 35669077133271345, AirParif6, 48.708896637, 2.14887976646, 161, 8, 30.9,1006.4,6,7,4,,,
7411,2018-03-20 18:57:00+01, 35669077133271345, AirParif6, 48.7089233398, 2.14887666702, 164, 8, 30.4,1006.5,6,7,4,,,
7423,2018-03-20 18:58:00+01, 35669077133271345, AirParif6, 48.7088699341, 2.14888596535, 164, 8.1, 30.2,1006.4,5,5,4,,,
7430,2018-03-20 19:00:00+01, 35669077133271345, AirParif6, 48.7089271545, 2.14884138107, 159, 7.6, 30,1006.5,5,5,3,,,
7433,2018-03-20 19:01:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14883542061, 154, 7.7, 30.6,1006.4,4,4,3,,,
7440,2018-03-20 19:03:00+01, 35669077133271345, AirParif6, 48.7089004517, 2.1488571167, 166, 7.6, 30.1,1006.5,5,5,3,,,
7451,2018-03-20 19:05:00+01, 35669077133271345, AirParif6, 48.7088661194, 2.14886045456, 167, 7.3, 29.8,1006.4,4,6,4,,,
7452,2018-03-20 19:07:00+01, 35669077133271345, AirParif6, 48.708896637, 2.14882516861, 163, 7.3, 30.2,1006.5,4,5,3,,,
7462,2018-03-20 19:08:00+01, 35669077133271345, AirParif6, 48.7088775635, 2.14882659912, 159, 7.2, 30.2,1006.6,4,5,3,,,
7470,2018-03-20 19:10:00+01, 35669077133271345, AirParif6, 48.7088623047, 2.14889192581, 161, 7.3, 30.9,1006.6,4,6,3,,,
7478,2018-03-20 19:11:00+01, 35669077133271345, AirParif6, 48.70885849, 2.14884662628, 161, 7.3, 30.7,1006.6,4,5,2,,,
7484,2018-03-20 19:13:00+01, 35669077133271345, AirParif6, 48.7088737488, 2.1488802433, 165, 7.1, 30.8,1006.6,5,6,3,,,
7493,2018-03-20 19:15:00+01, 35669077133271345, AirParif6, 48.7088737488, 2.14888644218, 169, 7.4, 31,1006.7,5,6,3,,,
7498,2018-03-20 19:17:00+01, 35669077133271345, AirParif6, 48.7088737488, 2.14882159233, 162, 7.3, 30.7,1006.7,5,6,3,,,
7508,2018-03-20 19:18:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14888000488, 149, 6.7, 30.8,1006.8,5,6,4,,,
7513,2018-03-20 19:20:00+01, 35669077133271345, AirParif6, 48.7088890076, 2.14888143539, 158, 7.3, 31.6,1006.7,6,6,4,,,
7516,2018-03-20 19:22:00+01, 35669077133271345, AirParif6, 48.7088623047, 2.1488597393, 164, 7.2, 31.7,1006.8,5,6,4,,,
7525,2018-03-20 19:23:00+01, 35669077133271345, AirParif6, 48.7088813782, 2.14884376526, 162, 7.2, 32.1,1006.8,5,7,4,,,
7534,2018-03-20 19:25:00+01, 35669077133271345, AirParif6, 48.7088661194, 2.14883446693, 161, 7, 32.1,1006.8,6,8,4,,,
7541,2018-03-20 19:26:00+01, 35669077133271345, AirParif6, 48.7088317871, 2.1487736702, 167, 7.4, 32.7,1006.9,6,7,4,,,
7548,2018-03-20 19:28:00+01, 35669077133271345, AirParif6, 48.7088928223, 2.14885830879, 160, 7.3, 32.7,1006.9,6,8,4,,,
7555,2018-03-20 19:30:00+01, 35669077133271345, AirParif6, 48.7089004517, 2.14885473251, 164, 7.4, 32.7,1006.8,6,7,5,,,
7562,2018-03-20 19:31:00+01, 35669077133271345, AirParif6, 48.7089195251, 2.14880657196, 164, 7.1, 33.4,1007,7,9,5,,,
7567,2018-03-20 19:33:00+01, 35669077133271345, AirParif6, 48.7089271545, 2.14876818657, 166, 7, 34.2,1007,7,10,6,,,
7576,2018-03-20 19:35:00+01, 35669077133271345, AirParif6, 48.7088775635, 2.14881968498, 154, 6.8, 34,1007,8,10,5,,,
7583,2018-03-20 19:36:00+01, 35669077133271345, AirParif6, 48.7088775635, 2.14884400368, 159, 7.2, 34.4,1007,8,10,5,,,
7588,2018-03-20 19:38:00+01, 35669077133271345, AirParif6, 48.7089118958, 2.14892578125, 169, 7.2, 35.2,1007.1,8,9,6,,,
7597,2018-03-20 19:40:00+01, 35669077133271345, AirParif6, 48.7089538574, 2.14881634712, 171, 7.4, 34.9,1007.1,8,12,6,,,
7604,2018-03-20 19:41:00+01, 35669077133271345, AirParif6, 48.7087745667, 2.14881277084, 162, 7.3, 35.8,1007.2,8,9,6,,,
7609,2018-03-20 19:43:00+01, 35669077133271345, AirParif6, 48.7088890076, 2.14881825447, 168, 7.2, 36.3,1007.2,10,12,7,,,
7617,2018-03-20 19:45:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14896607399, 171, 7.1, 36.4,1007.2,8,8,6,,,
7621,2018-03-20 19:46:00+01, 35669077133271345, AirParif6, 48.7089118958, 2.14891457558, 171, 6.8, 37.8,1007.3,7,10,6,,,
7631,2018-03-20 19:48:00+01, 35669077133271345, AirParif6, 48.7089309692, 2.14884209633, 165, 6.5, 37.1,1007.3,8,9,6,,,
7639,2018-03-20 19:50:00+01, 35669077133271345, AirParif6, 48.7089385986, 2.14878034592, 158, 7.1, 37.2,1007.3,7,10,5,,,
7643,2018-03-20 19:51:00+01, 35669077133271345, AirParif6, 48.7089118958, 2.14880633354, 159, 7.4, 37.9,1007.4,9,12,6,,,
7651,2018-03-20 19:53:00+01, 35669077133271345, AirParif6, 48.7089309692, 2.14878058434, 158, 7.3, 37.4,1007.4,8,11,6,,,
7662,2018-03-20 19:55:00+01, 35669077133271345, AirParif6, 48.7088699341, 2.14883375168, 160, 7.1, 37.2,1007.4,8,10,6,,,
7664,2018-03-20 19:56:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14885306358, 160, 6.9, 37.4,1007.5,8,10,6,,,
7672,2018-03-20 19:58:00+01, 35669077133271345, AirParif6, 48.7088775635, 2.14888072014, 162, 6.9, 37.6,1007.4,7,9,5,,,
7681,2018-03-20 20:00:00+01, 35669077133271345, AirParif6, 48.7089309692, 2.14884305, 175, 6.8, 37.7,1007.5,7,9,5,,,
7689,2018-03-20 20:01:00+01, 35669077133271345, AirParif6, 48.7089538574, 2.14881443977, 171, 6.5, 38.2,1007.5,6,7,5,,,
7695,2018-03-20 20:03:00+01, 35669077133271345, AirParif6, 48.7089080811, 2.14886689186, 171, 6.8, 38.3,1007.6,7,9,5,,,
