Time Stamp, NOCNC1-INST (PPB), NO2CNC1-INST (PPB), SMPFLW-INST (cc/m)
06/23/2018 00:00:01,    -0.0116,     4.6511,    991.423
06/23/2018 00:01:01,    -0.0047,     4.6184,   1010.775
06/23/2018 00:02:01,    -0.0040,     4.5756,    986.889
06/23/2018 00:03:01,    -0.0031,     4.5495,    988.550
06/23/2018 00:04:01,     0.0005,     4.5282,   1010.686
06/23/2018 00:05:01,    -0.0024,     4.5057,    986.816
06/23/2018 00:06:01,    -0.0042,     4.4502,    986.750
06/23/2018 00:07:01,    -0.0053,     4.4262,   1010.759
06/23/2018 00:08:01,    -0.0053,     4.4192,    986.980
06/23/2018 00:09:01,    -0.0091,     4.4020,    986.775
06/23/2018 00:10:01,    -0.0095,     4.3966,   1010.807
06/23/2018 00:11:01,    -0.0098,     4.3796,   1010.425
06/23/2018 00:12:01,    -0.0113,     4.3819,   1010.725
06/23/2018 00:13:01,    -0.0136,     4.3918,   1010.841
06/23/2018 00:14:01,    -0.0046,     4.4168,   1009.629
06/23/2018 00:15:01,    -0.0004,     4.4340,    986.674
06/23/2018 00:16:01,    -0.0007,     4.4755,    987.403
06/23/2018 00:17:01,    -0.0057,     4.4961,   1010.813
06/23/2018 00:18:01,    -0.0069,     4.5223,    986.787
06/23/2018 00:19:01,    -0.0061,     4.5470,    987.650
06/23/2018 00:20:01,    -0.0052,     4.5563,   1010.628
06/23/2018 00:21:01,    -0.0048,     4.5688,    986.808
06/23/2018 00:22:01,    -0.0076,     4.5711,    986.706
06/23/2018 00:23:01,    -0.0092,     4.5612,   1010.510
06/23/2018 00:24:01,    -0.0141,     4.5749,    986.614
06/23/2018 00:25:01,    -0.0087,     4.5792,    986.595
06/23/2018 00:26:01,    -0.0101,     4.6140,   1010.674
06/23/2018 00:27:01,    -0.0065,     4.6035,   1010.353
06/23/2018 00:28:01,    -0.0044,     4.6215,   1010.628
06/23/2018 00:29:01,    -0.0005,     4.6548,   1010.531
06/23/2018 00:30:01,    -0.0046,     4.7342,   1010.102
06/23/2018 00:31:01,    -0.0030,     4.7675,    986.611
06/23/2018 00:32:01,    -0.0015,     4.8209,    986.580
06/23/2018 00:33:01,    -0.0019,     4.8773,   1010.536
06/23/2018 00:34:01,     0.0070,     4.9588,    986.645
06/23/2018 00:35:01,     0.0294,     4.9900,    986.639
06/23/2018 00:36:01,     0.0320,     5.1059,   1010.564
06/23/2018 00:37:01,     0.0346,     5.2165,    986.599
06/23/2018 00:38:01,     0.0362,     5.3347,    986.668
06/23/2018 00:39:01,     0.0413,     5.4702,   1010.503
06/23/2018 00:40:01,     0.0342,     5.6183,   1007.363
06/23/2018 00:41:01,     0.0417,     5.7564,    986.488
06/23/2018 00:42:01,     0.0403,     5.8725,    993.640
06/23/2018 00:43:01,     0.0361,     6.0255,   1010.475
06/23/2018 00:44:01,     0.0098,     6.2666,   1010.674
06/23/2018 00:45:01,     0.0118,     6.3397,    989.272
06/23/2018 00:46:01,     0.0073,     6.3645,   1010.399
06/23/2018 00:47:01,     0.0073,     6.2982,    986.323
06/23/2018 00:48:01,     0.0087,     6.1987,    986.605
06/23/2018 00:49:01,     0.0075,     6.1833,   1010.442
06/23/2018 00:50:01,     0.0075,     6.0906,    986.475
06/23/2018 00:51:01,    -0.0015,     5.9845,    986.374
06/23/2018 00:52:01,    -0.0020,     5.8725,   1010.289
06/23/2018 00:53:01,    -0.0043,     5.7536,   1009.711
06/23/2018 00:54:01,    -0.0021,     5.6927,    986.653
06/23/2018 00:55:01,    -0.0017,     5.7439,   1010.387
06/23/2018 00:56:01,    -0.0029,     5.8150,   1008.703
06/23/2018 00:57:01,    -0.0009,     5.8253,    986.431
06/23/2018 00:58:01,    -0.0020,     5.7134,    986.608
06/23/2018 00:59:01,    -0.0018,     5.6456,   1010.447
06/23/2018 01:00:01,     0.0034,     5.5726,   1010.536
06/23/2018 01:01:01,     0.0007,     5.4815,    986.624
06/23/2018 01:02:01,    -0.0041,     5.3648,   1010.380
06/23/2018 01:03:01,    -0.0062,     5.1749,    986.390
06/23/2018 01:04:01,    -0.0098,     4.9427,    986.453
06/23/2018 01:05:01,    -0.0092,     4.7795,   1010.321
06/23/2018 01:06:01,    -0.0142,     4.6469,    986.456
06/23/2018 01:07:01,    -0.0172,     4.5459,    986.447
06/23/2018 01:08:01,    -0.0185,     4.4658,   1010.376
06/23/2018 01:09:01,    -0.0210,     4.3588,   1009.705
