Time Stamp, NOCNC1-INST (PPB), NO2CNC1-INST (PPB), SMPFLW-INST (cc/m)
07/03/2018 00:01:01,     0.0161,     0.6513,    972.844
07/03/2018 00:02:01,     0.0147,     0.6489,    996.131
07/03/2018 00:03:01,     0.0159,     0.6668,    972.668
07/03/2018 00:04:01,     0.0142,     0.6697,    996.235
07/03/2018 00:05:01,     0.0189,     0.6622,    996.210
07/03/2018 00:06:01,     0.0137,     0.6782,    972.671
07/03/2018 00:07:02,     0.0207,     0.6645,    972.636
07/03/2018 00:08:01,     0.0157,     0.6821,    981.657
07/03/2018 00:09:01,     0.0192,     0.6660,    996.308
07/03/2018 00:10:01,     0.0159,     0.6705,    972.630
07/03/2018 00:11:01,     0.0145,     0.6611,    996.155
07/03/2018 00:12:01,     0.0167,     0.6357,    996.219
07/03/2018 00:13:01,     0.0213,     0.6389,    972.687
07/03/2018 00:14:01,     0.0261,     0.6383,    972.715
07/03/2018 00:15:01,     0.0302,     0.6385,    996.235
07/03/2018 00:16:01,     0.0176,     0.6689,    972.576
07/03/2018 00:17:01,     0.0236,     0.6768,    972.525
07/03/2018 00:18:01,     0.0188,     0.6967,    996.184
07/03/2018 00:19:01,     0.0219,     0.7100,    992.080
07/03/2018 00:20:01,     0.0197,     0.7199,    996.251
07/03/2018 00:21:01,     0.0238,     0.7294,    996.184
07/03/2018 00:22:01,     0.0225,     0.7169,    995.954
07/03/2018 00:23:01,     0.0236,     0.7301,    972.560
07/03/2018 00:24:01,     0.0260,     0.7263,    972.769
07/03/2018 00:25:01,     0.0365,     0.7059,    996.176
07/03/2018 00:26:01,     0.0377,     0.6959,    972.623
07/03/2018 00:27:01,     0.0386,     0.6773,    972.857
07/03/2018 00:28:01,     0.0400,     0.6619,    996.074
07/03/2018 00:29:01,     0.0401,     0.6751,    972.586
07/03/2018 00:30:01,     0.0334,     0.6786,    972.579
07/03/2018 00:31:01,     0.0341,     0.6423,    996.083
07/03/2018 00:32:01,     0.0343,     0.6083,    972.677
07/03/2018 00:33:01,     0.0384,     0.5984,    972.500
07/03/2018 00:34:01,     0.0356,     0.5821,    996.336
07/03/2018 00:35:01,     0.0346,     0.5781,    996.277
07/03/2018 00:36:01,     0.0417,     0.5607,    996.238
07/03/2018 00:37:01,     0.0442,     0.5360,    977.217
07/03/2018 00:38:01,     0.0524,     0.4993,    996.178
07/03/2018 00:39:01,     0.0523,     0.5209,    972.784
07/03/2018 00:40:01,     0.0580,     0.5250,    972.832
07/03/2018 00:41:01,     0.0539,     0.5579,    996.460
07/03/2018 00:42:01,     0.0502,     0.5755,    972.778
07/03/2018 00:43:01,     0.0573,     0.5843,    972.873
07/03/2018 00:44:01,     0.0584,     0.5959,    996.399
07/03/2018 00:45:01,     0.0539,     0.6250,    972.939
07/03/2018 00:46:01,     0.0608,     0.6392,    972.851
07/03/2018 00:47:01,     0.0585,     0.6653,    996.399
07/03/2018 00:48:01,     0.0635,     0.6825,    993.560
07/03/2018 00:49:01,     0.0644,     0.7118,    972.847
07/03/2018 00:50:01,     0.0688,     0.7313,    973.649
07/03/2018 00:51:01,     0.0718,     0.7438,    996.371
07/03/2018 00:52:01,     0.0683,     0.7830,    996.371
07/03/2018 00:53:01,     0.0742,     0.7832,    974.382
07/03/2018 00:54:01,     0.0739,     0.8010,    996.364
07/03/2018 00:55:01,     0.0782,     0.8127,    972.690
07/03/2018 00:56:01,     0.0789,     0.7989,    972.649
07/03/2018 00:57:01,     0.0735,     0.7778,    996.286
07/03/2018 00:58:01,     0.0688,     0.7614,    972.627
07/03/2018 00:59:01,     0.0709,     0.7313,    972.623
07/03/2018 01:00:01,     0.0704,     0.7089,    978.155
07/03/2018 01:01:01,     0.0647,     0.6940,    996.282
07/03/2018 01:02:01,     0.0591,     0.6945,    972.671
07/03/2018 01:03:01,     0.0517,     0.6718,    996.288
07/03/2018 01:04:01,     0.0493,     0.6609,    994.838
07/03/2018 01:05:01,     0.0478,     0.6740,    972.765
07/03/2018 01:06:01,     0.0496,     0.6772,    972.753
07/03/2018 01:07:01,     0.0485,     0.6864,    996.373
07/03/2018 01:08:01,     0.0440,     0.6877,    996.358
07/03/2018 01:09:01,     0.0524,     0.6850,    972.800
07/03/2018 01:10:01,     0.0611,     0.6761,    996.219
07/03/2018 01:11:01,     0.0606,     0.6907,    991.262
07/03/2018 01:12:01,     0.0626,     0.6885,    972.762
07/03/2018 01:13:01,     0.0646,     0.6901,    973.984
07/03/2018 01:14:01,     0.0699,     0.6842,    972.699
07/03/2018 01:15:01,     0.0729,     0.6882,    972.639
07/03/2018 01:16:01,     0.0721,     0.6858,    977.129
07/03/2018 01:17:01,     0.0784,     0.6807,    996.248
07/03/2018 01:18:01,     0.0691,     0.6988,    972.731
07/03/2018 01:19:01,     0.0597,     0.7277,    996.364
07/03/2018 01:20:01,     0.0585,     0.7192,    996.304
