Time Stamp, NOCNC1-INST (PPB), NO2CNC1-INST (PPB), SMPFLW-INST (cc/m)
06/29/2018 00:01:01,     0.0652,     7.1449,    975.718
06/29/2018 00:02:01,     0.0635,     7.1931,    975.673
06/29/2018 00:03:01,     0.0619,     7.2329,    999.529
06/29/2018 00:04:01,     0.0667,     7.2597,    999.405
06/29/2018 00:05:01,     0.0637,     7.3229,    999.487
06/29/2018 00:06:01,     0.0607,     7.3369,    999.326
06/29/2018 00:07:01,     0.0567,     7.3344,    998.935
06/29/2018 00:08:01,     0.0545,     7.3203,    975.664
06/29/2018 00:09:01,     0.0467,     7.2552,    975.676
06/29/2018 00:10:01,     0.0520,     7.1797,    999.557
06/29/2018 00:11:01,     0.0489,     7.0578,    975.670
06/29/2018 00:12:01,     0.0475,     6.9812,    975.774
06/29/2018 00:13:01,     0.0435,     6.8935,    999.417
06/29/2018 00:14:01,     0.0418,     6.7771,    998.129
06/29/2018 00:15:01,     0.0386,     6.6372,    975.730
06/29/2018 00:16:01,     0.0353,     6.5263,    999.563
06/29/2018 00:17:01,     0.0380,     6.3922,    996.822
06/29/2018 00:18:01,     0.0304,     6.2897,    975.705
06/29/2018 00:19:01,     0.0336,     6.1869,    981.136
06/29/2018 00:20:01,     0.0300,     6.1338,    999.497
06/29/2018 00:21:01,     0.0282,     6.0120,    999.582
06/29/2018 00:22:01,     0.0264,     5.9021,    999.522
06/29/2018 00:23:01,     0.0271,     5.8226,    999.484
06/29/2018 00:24:01,     0.0311,     5.7519,    975.680
06/29/2018 00:25:01,     0.0282,     5.6910,    975.617
06/29/2018 00:26:01,     0.0334,     5.5877,    999.529
06/29/2018 00:27:01,     0.0276,     5.5017,    975.639
06/29/2018 00:28:01,     0.0279,     5.4013,    975.585
06/29/2018 00:29:01,     0.0288,     5.2985,    999.373
06/29/2018 00:30:01,     0.0277,     5.1794,    999.297
06/29/2018 00:31:01,     0.0309,     5.0892,    975.579
06/29/2018 00:32:01,     0.0294,     4.9911,    999.465
06/29/2018 00:33:01,     0.0336,     4.8731,    999.234
06/29/2018 00:34:01,     0.0225,     4.7995,    975.591
06/29/2018 00:35:01,     0.0232,     4.7225,    975.635
06/29/2018 00:36:01,     0.0254,     4.6527,    999.500
06/29/2018 00:37:01,     0.0204,     4.5810,    999.462
06/29/2018 00:38:01,     0.0186,     4.5257,    976.864
06/29/2018 00:39:01,     0.0171,     4.4806,    999.347
