Time Stamp, NOCNC1-INST (PPB), NO2CNC1-INST (PPB), SMPFLW-INST (cc/m)
06/25/2018 00:01:01,    -0.0085,     3.1263,   1006.061
06/25/2018 00:02:01,    -0.0125,     3.1423,   1001.966
06/25/2018 00:03:01,    -0.0082,     3.1216,    982.152
06/25/2018 00:04:01,    -0.0051,     3.1085,    982.680
06/25/2018 00:05:01,    -0.0063,     3.1077,   1006.114
06/25/2018 00:06:01,    -0.0077,     3.1106,   1006.010
06/25/2018 00:07:01,    -0.0089,     3.1306,    982.472
06/25/2018 00:08:01,    -0.0057,     3.1553,   1005.874
06/25/2018 00:09:01,    -0.0071,     3.1761,    982.200
06/25/2018 00:10:01,    -0.0004,     3.1840,    982.036
06/25/2018 00:11:01,     0.0042,     3.1727,    984.619
06/25/2018 00:12:01,     0.0045,     3.2012,    982.108
06/25/2018 00:13:01,     0.0004,     3.2280,    982.102
06/25/2018 00:14:01,    -0.0020,     3.2472,    991.186
06/25/2018 00:15:01,     0.0015,     3.2720,   1005.821
06/25/2018 00:16:01,     0.0004,     3.2743,    982.175
06/25/2018 00:17:01,     0.0004,     3.2798,   1005.786
06/25/2018 00:18:01,    -0.0016,     3.3059,   1006.001
06/25/2018 00:19:01,     0.0002,     3.3306,    982.175
06/25/2018 00:20:01,     0.0019,     3.3508,    982.152
06/25/2018 00:21:01,     0.0052,     3.3440,   1005.942
06/25/2018 00:22:01,     0.0134,     3.3475,   1005.866
06/25/2018 00:23:01,     0.0145,     3.3498,    982.298
06/25/2018 00:24:01,     0.0149,     3.3314,   1005.991
06/25/2018 00:25:01,     0.0230,     3.3364,   1004.816
06/25/2018 00:26:01,     0.0208,     3.3294,    981.970
06/25/2018 00:27:01,     0.0250,     3.3011,    983.962
06/25/2018 00:28:01,     0.0201,     3.2985,    981.909
06/25/2018 00:29:01,     0.0164,     3.3022,    981.995
06/25/2018 00:30:01,     0.0197,     3.2592,    983.058
06/25/2018 00:31:01,     0.0234,     3.2354,   1005.960
06/25/2018 00:32:01,     0.0249,     3.2108,    982.077
06/25/2018 00:33:01,     0.0244,     3.2085,   1006.007
06/25/2018 00:34:01,     0.0187,     3.2028,   1006.016
06/25/2018 00:35:01,     0.0223,     3.1782,    982.058
06/25/2018 00:36:01,     0.0244,     3.1583,    981.998
06/25/2018 00:37:01,     0.0262,     3.1391,   1005.932
06/25/2018 00:38:01,     0.0289,     3.1492,   1005.976
06/25/2018 00:39:01,     0.0284,     3.1531,    982.105
06/25/2018 00:40:01,     0.0299,     3.1509,   1005.686
06/25/2018 00:41:01,     0.0256,     3.1584,   1005.347
06/25/2018 00:42:01,     0.0301,     3.1224,    981.938
06/25/2018 00:43:01,     0.0336,     3.1119,    982.064
06/25/2018 00:44:01,     0.0322,     3.1426,   1005.730
06/25/2018 00:45:01,     0.0292,     3.1518,    981.941
06/25/2018 00:46:01,     0.0276,     3.1179,    982.633
06/25/2018 00:47:01,     0.0330,     3.0943,   1005.903
06/25/2018 00:48:01,     0.0333,     3.1089,    982.105
06/25/2018 00:49:01,     0.0335,     3.1059,   1006.033
06/25/2018 00:50:01,     0.0320,     3.1174,   1005.760
06/25/2018 00:51:01,     0.0301,     3.1234,    981.957
06/25/2018 00:52:01,     0.0341,     3.1143,    982.090
06/25/2018 00:53:01,     0.0336,     3.1074,    994.908
06/25/2018 00:54:01,     0.0414,     3.1162,   1006.020
06/25/2018 00:55:01,     0.0420,     3.1347,    981.872
06/25/2018 00:56:01,     0.0384,     3.1531,    984.407
06/25/2018 00:57:01,     0.0335,     3.1776,   1005.736
06/25/2018 00:58:01,     0.0369,     3.2070,    981.973
06/25/2018 00:59:01,     0.0373,     3.2217,    982.001
06/25/2018 01:00:01,     0.0384,     3.2425,   1005.944
06/25/2018 01:01:01,     0.0322,     3.2669,    981.988
06/25/2018 01:02:01,     0.0246,     3.2812,    982.336
06/25/2018 01:03:01,     0.0249,     3.2812,   1005.900
06/25/2018 01:04:01,     0.0249,     3.2890,   1004.891
06/25/2018 01:05:01,     0.0242,     3.2835,   1005.909
06/25/2018 01:06:01,     0.0267,     3.2643,   1006.137
06/25/2018 01:07:01,     0.0243,     3.2649,   1002.622
06/25/2018 01:08:01,     0.0221,     3.2685,    982.273
06/25/2018 01:09:01,     0.0194,     3.2637,    983.390
06/25/2018 01:10:01,     0.0241,     3.2553,   1006.071
06/25/2018 01:11:01,     0.0192,     3.2905,    981.976
06/25/2018 01:12:01,     0.0187,     3.2804,    982.572
06/25/2018 01:13:01,     0.0164,     3.3011,   1006.036
06/25/2018 01:14:01,     0.0222,     3.3051,    982.074
06/25/2018 01:15:01,     0.0222,     3.3236,    982.162
06/25/2018 01:16:01,     0.0232,     3.3097,   1006.064
06/25/2018 01:17:01,     0.0198,     3.3396,    982.067
06/25/2018 01:18:01,     0.0218,     3.3097,    982.165
06/25/2018 01:19:01,     0.0223,     3.3128,   1005.897
06/25/2018 01:20:01,     0.0248,     3.2891,   1005.500
06/25/2018 01:21:01,     0.0241,     3.3122,   1006.119
06/25/2018 01:22:01,     0.0278,     3.2901,   1006.064
06/25/2018 01:23:01,     0.0213,     3.3022,   1005.811
06/25/2018 01:24:01,     0.0142,     3.3196,    982.029
06/25/2018 01:25:01,     0.0125,     3.3303,    982.380
06/25/2018 01:26:01,     0.0138,     3.3474,   1005.945
06/25/2018 01:27:01,     0.0117,     3.3681,    982.140
06/25/2018 01:28:01,     0.0087,     3.3842,    982.961
06/25/2018 01:29:01,     0.0104,     3.3913,   1006.017
06/25/2018 01:30:01,     0.0092,     3.3697,    982.017
06/25/2018 01:31:01,     0.0045,     3.3842,    982.023
06/25/2018 01:32:01,     0.0167,     3.3662,   1005.956
06/25/2018 01:33:01,     0.0147,     3.3846,    981.988
06/25/2018 01:34:01,     0.0168,     3.3794,    982.099
06/25/2018 01:35:01,     0.0165,     3.3670,   1005.947
06/25/2018 01:36:01,     0.0147,     3.3800,   1005.995
06/25/2018 01:37:01,     0.0130,     3.4085,   1005.891
06/25/2018 01:38:01,     0.0144,     3.4070,    989.061
06/25/2018 01:39:01,     0.0166,     3.4055,   1005.918
06/25/2018 01:40:01,     0.0170,     3.4170,    982.108
06/25/2018 01:41:01,     0.0130,     3.4315,    982.013
06/25/2018 01:42:01,     0.0133,     3.4430,   1005.957
06/25/2018 01:43:01,     0.0141,     3.4692,    981.796
06/25/2018 01:44:01,     0.0080,     3.4867,    982.086
06/25/2018 01:45:01,     0.0121,     3.4706,   1005.862
06/25/2018 01:46:01,     0.0171,     3.4547,    982.014
06/25/2018 01:47:01,     0.0209,     3.4340,    982.058
06/25/2018 01:48:01,     0.0200,     3.4317,   1005.969
06/25/2018 01:49:01,     0.0190,     3.4224,    981.820
06/25/2018 01:50:01,     0.0314,     3.3868,    981.954
06/25/2018 01:51:01,     0.0350,     3.3654,    982.314
06/25/2018 01:52:01,     0.0394,     3.3332,   1005.757
06/25/2018 01:53:01,     0.0438,     3.3196,   1005.698
06/25/2018 01:54:01,     0.0517,     3.3146,    982.481
06/25/2018 01:55:01,     0.0530,     3.3155,   1005.894
06/25/2018 01:56:01,     0.0533,     3.3440,    982.051
06/25/2018 01:57:01,     0.0466,     3.3545,    981.922
06/25/2018 01:58:01,     0.0415,     3.3466,    985.440
06/25/2018 01:59:01,     0.0385,     3.3641,    981.840
06/25/2018 02:00:01,     0.0404,     3.3596,    982.073
06/25/2018 02:01:01,     0.0367,     3.3748,    982.092
06/25/2018 02:02:01,     0.0306,     3.3730,    981.792
06/25/2018 02:03:01,     0.0201,     3.4056,   1005.727
06/25/2018 02:04:01,     0.0177,     3.4025,   1003.693
