Sep = ,
"Delimiter = ,"
AethLabs
Device ID = AE51-S0-114-0903
Application version = 2.2.4.0
Flow = 149 ml/min
Timebase = 60 s
Start date = 2018/06/19
Start time = 07:40:00
Original date format = yyyy/MM/dd
Original time format = hh:mm:ss
Flow units = ml/min
PCB temp units = deg C
Battery units = %
BC units = ng/m^3

Date,Time,Ref,Sen,ATN,Flow,PCB temp,Status,Battery,BC
2018/06/19,16:07:00,824913,835827,"-1,314",149,32,0,72,1103
2018/06/19,16:08:00,824947,835631,"-1,287",149,32,0,72,1051
2018/06/19,16:09:00,824934,835432,"-1,265",149,32,0,72,848
2018/06/19,16:10:00,824961,835267,"-1,242",149,32,0,71,878
2018/06/19,16:11:00,825017,835134,"-1,219",149,32,0,71,866
2018/06/19,16:12:00,824991,834916,"-1,196",149,32,0,74,875
2018/06/19,16:13:00,825041,834780,"-1,174",149,32,0,73,852
2018/06/19,16:14:00,825045,834557,"-1,146",149,32,0,73,1037
2018/06/19,16:15:00,825081,834388,"-1,122",149,32,0,73,938
2018/06/19,16:16:00,825051,834170,"-1,099",149,32,0,73,857
2018/06/19,16:17:00,825071,834010,"-1,078",149,32,0,73,824
2018/06/19,16:18:00,825059,833836,"-1,058",149,32,0,73,740
2018/06/19,16:19:00,825134,833761,"-1,040",149,32,0,72,689
2018/06/19,16:20:00,825159,833644,"-1,023",149,32,0,72,650
2018/06/19,16:21:00,825113,833443,"-1,004",149,32,0,72,707
2018/06/19,16:22:00,825159,833339,"-0,986",149,32,0,72,688
2018/06/19,16:23:00,825160,833174,"-0,967",149,32,0,72,759
2018/06/19,16:24:00,825190,833027,"-0,945",149,32,0,71,811
2018/06/19,16:25:00,825192,832813,"-0,919",149,32,0,74,989
2018/06/19,16:26:00,825263,832681,"-0,895",149,32,0,74,932
2018/06/19,16:27:00,825282,832507,"-0,872",149,32,0,73,884
2018/06/19,16:28:00,825325,832347,"-0,847",149,32,0,73,931
2018/06/19,16:29:00,825330,832163,"-0,825",149,32,0,73,866
2018/06/19,16:30:00,825310,831952,"-0,802",149,32,0,73,874
2018/06/19,16:31:00,825395,831851,"-0,779",149,32,0,73,855
2018/06/19,16:32:00,825427,831701,"-0,757",149,32,0,72,835
2018/06/19,16:33:00,825424,831558,"-0,740",149,32,0,72,642
2018/06/19,16:34:00,825398,831281,"-0,710",149,32,0,72,1150
2018/06/19,16:35:00,825429,831006,"-0,673",149,32,0,72,1404
2018/06/19,16:36:00,825426,830765,"-0,645",149,32,0,72,1092
2018/06/19,16:37:00,825530,830623,"-0,615",149,32,0,71,1132
2018/06/19,16:38:00,825539,830391,"-0,586",149,32,0,71,1106
2018/06/19,16:39:00,825571,830172,"-0,556",149,32,0,68,1153
2018/06/19,16:40:00,825506,829915,"-0,533",149,32,0,68,880
2018/06/19,16:41:00,825544,829756,"-0,509",149,32,0,68,906
2018/06/19,16:42:00,825586,829608,"-0,486",149,32,0,68,874
2018/06/19,16:43:00,825570,829389,"-0,462",149,32,0,68,933
2018/06/19,16:44:00,825547,829154,"-0,436",149,32,0,67,974
2018/06/19,16:45:00,825542,828940,"-0,411",149,32,0,67,961
2018/06/19,16:46:00,825603,828808,"-0,387",149,32,0,67,889
2018/06/19,16:47:00,825574,828561,"-0,361",149,32,0,67,1002
2018/06/19,16:48:00,825600,828385,"-0,337",149,32,0,67,930
2018/06/19,16:49:00,825600,828172,"-0,311",149,32,0,67,980
2018/06/19,16:50:00,825580,827946,"-0,286",149,32,0,66,948
2018/06/19,16:51:00,825600,827781,"-0,264",149,32,0,66,852
2018/06/19,16:52:00,825581,827580,"-0,242",149,32,0,69,838
2018/06/19,16:53:00,825564,827376,"-0,219",149,32,0,68,861
2018/06/19,16:54:00,825564,827199,"-0,198",149,32,0,68,816
2018/06/19,16:55:00,825554,827026,"-0,178",149,32,0,68,751
2018/06/19,16:56:00,825627,826935,"-0,158",149,32,0,68,757
2018/06/19,16:57:00,825601,826753,"-0,139",149,32,0,68,719
2018/06/19,16:58:00,825583,826586,"-0,121",149,32,0,67,687
2018/06/19,16:59:00,825602,826450,"-0,103",149,32,0,67,715
2018/06/19,17:00:00,825624,826302,"-0,082",149,32,0,67,784
2018/06/19,17:01:00,825605,826112,"-0,061",149,32,0,67,789
2018/06/19,17:02:00,825613,825942,"-0,040",149,32,0,67,821
2018/06/19,17:03:00,825586,825766,"-0,022",149,32,0,66,688
2018/06/19,17:04:00,825578,825592,"-0,002",149,32,0,66,766
2018/06/19,17:05:00,825607,825455,"0,018",149,32,0,69,767
2018/06/19,17:06:00,825629,825291,"0,041",149,32,0,68,859
2018/06/19,17:07:00,825634,825114,"0,063",149,32,0,68,841
2018/06/19,17:08:00,825587,824893,"0,084",149,32,0,68,804
2018/06/19,17:09:00,825601,824711,"0,108",149,32,0,68,906
2018/06/19,17:10:00,825615,824542,"0,130",149,32,0,68,846
2018/06/19,17:11:00,825595,824351,"0,151",149,32,0,67,791
2018/06/19,17:12:00,825573,824175,"0,169",149,32,0,67,712
2018/06/19,17:13:00,825578,824032,"0,187",149,32,0,67,685
2018/06/19,17:14:00,825631,823932,"0,206",149,32,0,67,707
2018/06/19,17:15:00,825610,823754,"0,225",149,32,0,67,727
2018/06/19,17:16:00,825574,823494,"0,252",149,32,0,66,1037
2018/06/19,17:17:00,825655,823285,"0,287",149,32,0,66,1342
2018/06/19,17:18:00,825642,823050,"0,314",149,32,0,69,1028
2018/06/19,17:19:00,825665,822864,"0,340",149,32,0,68,968
2018/06/19,17:20:00,825639,822655,"0,362",149,32,0,68,848
2018/06/19,17:21:00,825647,822449,"0,388",149,32,0,68,992
2018/06/19,17:22:00,825743,822361,"0,410",149,32,0,68,851
2018/06/19,17:23:00,825799,822243,"0,432",149,32,0,68,806
2018/06/19,17:24:00,825822,822109,"0,451",149,32,0,67,727
2018/06/19,17:25:00,825798,821921,"0,471",149,32,0,67,761
2018/06/19,17:26:00,825791,821749,"0,491",149,31,0,67,766
2018/06/19,17:27:00,825850,821641,"0,511",149,31,0,67,773
2018/06/19,17:28:00,825817,821433,"0,532",149,32,0,67,813
2018/06/19,17:29:00,825819,821263,"0,553",149,32,0,66,798
2018/06/19,17:30:00,825889,821167,"0,573",149,32,0,66,769
2018/06/19,17:31:00,825848,820930,"0,597",149,32,0,63,911
2018/06/19,17:32:00,825902,820765,"0,624",149,32,0,63,1016
2018/06/19,17:33:00,825887,820494,"0,655",149,32,0,63,1190
2018/06/19,17:34:00,825850,820220,"0,684",149,32,0,63,1102
2018/06/19,17:35:00,825832,819939,"0,716",149,32,0,63,1223
2018/06/19,17:36:00,825807,819695,"0,743",149,32,0,62,1019
2018/06/19,17:37:00,825846,819529,"0,768",149,32,0,62,952
2018/06/19,17:38:00,825889,819374,"0,792",149,32,0,62,920
2018/06/19,17:39:00,825883,819173,"0,816",149,32,0,62,908
2018/06/19,17:40:00,825863,818961,"0,839",149,32,0,62,894
2018/06/19,17:41:00,825895,818840,"0,858",149,32,0,62,711
2018/06/19,17:42:00,825837,818616,"0,878",149,32,0,61,775
2018/06/19,17:43:00,825853,818467,"0,898",149,32,0,61,768
2018/06/19,17:44:00,825832,818268,"0,920",149,32,0,63,830
2018/06/19,17:45:00,825834,818076,"0,944",149,32,0,63,904
2018/06/19,17:46:00,825836,817904,"0,965",149,32,0,63,811
2018/06/19,17:47:00,825809,817709,"0,986",149,31,0,63,784
2018/06/19,17:48:00,825813,817554,"1,005",149,32,0,63,741
2018/06/19,17:49:00,825834,817423,"1,024",149,31,0,62,708
2018/06/19,17:50:00,825855,817289,"1,043",149,31,0,62,722
2018/06/19,17:51:00,825842,817112,"1,063",149,31,0,62,766
2018/06/19,17:52:00,825861,816960,"1,084",149,31,0,62,797
2018/06/19,17:53:00,825864,816780,"1,106",149,31,0,62,854
2018/06/19,17:54:00,825955,816688,"1,128",149,31,0,62,849
2018/06/19,17:55:00,825979,816535,"1,150",149,31,0,61,825
2018/06/19,17:56:00,826011,816365,"1,175",149,31,0,61,941
2018/06/19,17:57:00,825990,816161,"1,197",149,31,0,63,856
2018/06/19,17:58:00,825984,815981,"1,218",149,31,0,63,813
2018/06/19,17:59:00,826059,815886,"1,239",149,31,0,63,790
2018/06/19,18:00:00,826025,815680,"1,260",149,31,0,63,806
2018/06/19,18:01:00,826039,815538,"1,279",149,31,0,63,728
2018/06/19,18:02:00,826052,815374,"1,301",149,32,0,63,827
2018/06/19,18:03:00,826083,815209,"1,325",149,32,0,62,915
2018/06/19,18:04:00,826086,815010,"1,350",149,32,0,62,945
2018/06/19,18:05:00,826064,814803,"1,373",149,32,0,62,867
2018/06/19,18:06:00,826097,814661,"1,394",149,32,0,62,817
2018/06/19,18:07:00,826080,814453,"1,417",149,32,0,62,895
2018/06/19,18:08:00,826079,814291,"1,437",149,32,0,61,754
2018/06/19,18:09:00,826025,814078,"1,457",149,32,0,61,748
2018/06/19,18:10:00,826064,813953,"1,477",149,32,0,63,765
2018/06/19,18:11:00,826090,813798,"1,499",149,32,0,63,846
2018/06/19,18:12:00,826074,813604,"1,521",149,32,0,63,835
2018/06/19,18:13:00,826000,813359,"1,542",149,32,0,63,807
2018/06/19,18:14:00,826016,813203,"1,563",149,32,0,63,805
2018/06/19,18:15:00,826051,813073,"1,584",149,32,0,62,771
2018/06/19,18:16:00,826051,812910,"1,604",149,32,0,62,764
2018/06/19,18:17:00,826039,812739,"1,623",149,32,0,62,747
2018/06/19,18:18:00,826007,812546,"1,643",149,32,0,62,758
2018/06/19,18:19:00,826053,812431,"1,663",149,32,0,62,752
2018/06/19,18:20:00,826063,812280,"1,683",149,32,0,62,755
2018/06/19,18:21:00,826059,812109,"1,703",149,32,0,61,784
2018/06/19,18:22:00,826061,811927,"1,726",149,32,0,61,864
2018/06/19,18:23:00,826109,811807,"1,746",149,32,0,58,785
2018/06/19,18:24:00,826063,811583,"1,768",149,32,0,58,840
2018/06/19,18:25:00,826069,811407,"1,791",149,32,0,58,854
2018/06/19,18:26:00,826088,811255,"1,812",149,32,0,58,802
2018/06/19,18:27:00,826084,811072,"1,834",149,32,0,58,842
2018/06/19,18:28:00,826052,810860,"1,856",149,32,0,57,849
2018/06/19,18:29:00,826087,810712,"1,879",149,32,0,57,857
2018/06/19,18:30:00,826097,810513,"1,904",149,32,0,57,982
2018/06/19,18:31:00,826154,810319,"1,935",149,32,0,57,1176
2018/06/19,18:32:00,826092,810064,"1,959",149,32,0,57,914
2018/06/19,18:33:00,826113,809880,"1,985",149,32,0,56,963
2018/06/19,18:34:00,826166,809734,"2,009",149,32,0,56,932
2018/06/19,18:35:00,826162,809542,"2,032",149,32,0,56,886
2018/06/19,18:36:00,826091,809248,"2,060",149,32,0,58,1057
2018/06/19,18:37:00,826087,809028,"2,087",149,32,0,58,1018
2018/06/19,18:38:00,826129,808851,"2,114",149,32,0,58,1028
2018/06/19,18:39:00,826114,808630,"2,139",149,32,0,58,972
2018/06/19,18:40:00,826125,808432,"2,165",149,32,0,58,984
2018/06/19,18:41:00,826132,808211,"2,193",149,32,0,57,1075
2018/06/19,18:42:00,826206,808072,"2,219",149,32,0,57,997
2018/06/19,18:43:00,826179,807840,"2,245",149,32,0,57,970
2018/06/19,18:44:00,826160,807609,"2,271",149,32,0,57,1003
2018/06/19,18:45:00,826173,807381,"2,301",149,31,0,57,1136
2018/06/19,18:46:00,826149,807125,"2,330",149,31,0,56,1098
2018/06/19,18:47:00,826180,806922,"2,359",149,31,0,56,1102
2018/06/19,18:48:00,826226,806728,"2,388",149,31,0,56,1129
2018/06/19,18:49:00,826157,806396,"2,421",149,31,0,58,1251
2018/06/19,18:50:00,826148,806127,"2,453",149,31,0,58,1230
2018/06/19,18:51:00,826195,805931,"2,483",149,31,0,58,1144
2018/06/19,18:52:00,826157,805531,"2,528",149,31,0,58,1717
2018/06/19,18:53:00,826176,805211,"2,570",149,31,0,58,1602
2018/06/19,18:54:00,826201,804940,"2,607",149,31,0,57,1399
2018/06/19,18:55:00,826252,804715,"2,641",149,31,0,57,1301
2018/06/19,18:56:00,826277,804489,"2,672",149,31,0,57,1186
2018/06/19,18:57:00,826250,804193,"2,706",149,31,0,57,1278
2018/06/19,18:58:00,826293,803969,"2,739",149,31,0,57,1260
2018/06/19,18:59:00,826223,803642,"2,771",149,31,0,56,1228
2018/06/19,19:00:00,826129,803295,"2,803",149,31,0,56,1213
2018/06/19,19:01:00,826165,803078,"2,834",149,31,0,56,1196
2018/06/19,19:02:00,826233,802889,"2,866",149,31,0,58,1211
2018/06/19,19:03:00,826203,802622,"2,896",149,31,0,58,1129
2018/06/19,19:04:00,826236,802430,"2,924",149,31,0,58,1064
2018/06/19,19:05:00,826222,802190,"2,952",149,31,0,58,1076
2018/06/19,19:06:00,826256,802011,"2,978",149,31,0,58,1008
2018/06/19,19:07:00,826265,801810,"3,004",149,31,0,57,997
2018/06/19,19:08:00,826281,801608,"3,032",149,31,0,57,1034
2018/06/19,19:09:00,826339,801461,"3,057",149,31,0,57,967
2018/06/19,19:10:00,826303,801227,"3,082",149,31,0,57,947
2018/06/19,19:11:00,826248,800978,"3,106",149,31,0,57,931
2018/06/19,19:12:00,826281,800813,"3,131",149,31,0,56,938
2018/06/19,19:13:00,826319,800645,"3,156",149,31,0,56,975
2018/06/19,19:14:00,826328,800461,"3,180",149,31,0,56,918
2018/06/19,19:15:00,826343,800276,"3,205",149,31,0,53,950
2018/06/19,19:16:00,826351,800065,"3,233",149,31,0,53,1042
2018/06/19,19:17:00,826363,799871,"3,258",149,31,0,53,980
2018/06/19,19:18:00,826356,799617,"3,289",149,31,0,53,1178
2018/06/19,19:19:00,826374,799387,"3,320",149,31,0,52,1180
2018/06/19,19:20:00,826397,799145,"3,353",149,31,0,52,1260
2018/06/19,19:21:00,826385,798873,"3,386",149,31,0,52,1242
2018/06/19,19:22:00,826372,798616,"3,416",149,31,0,52,1167
2018/06/19,19:23:00,826411,798409,"3,447",149,31,0,52,1168
2018/06/19,19:24:00,826375,798147,"3,476",149,31,0,51,1085
2018/06/19,19:25:00,826398,797941,"3,504",149,31,0,51,1090
2018/06/19,19:26:00,826376,797696,"3,532",149,31,0,51,1069
2018/06/19,19:27:00,826442,797525,"3,562",149,31,0,51,1122
2018/06/19,19:28:00,826431,797253,"3,594",149,31,0,53,1250
2018/06/19,19:29:00,826431,797015,"3,624",149,31,0,53,1138
2018/06/19,19:30:00,826444,796786,"3,655",149,31,0,53,1155
2018/06/19,19:31:00,826460,796580,"3,682",149,31,0,53,1059
2018/06/19,19:32:00,826452,796347,"3,711",149,31,0,52,1078
2018/06/19,19:33:00,826438,796109,"3,739",149,31,0,52,1075
2018/06/19,19:34:00,826494,795944,"3,766",149,31,0,52,1048
2018/06/19,19:35:00,826454,795684,"3,794",149,31,0,52,1061
2018/06/19,19:36:00,826456,795425,"3,827",149,31,0,52,1250
2018/06/19,19:37:00,826441,795124,"3,863",149,31,0,51,1374
2018/06/19,19:38:00,826474,794874,"3,898",149,31,0,51,1351
2018/06/19,19:39:00,826507,794638,"3,932",149,31,0,51,1284
2018/06/19,19:40:00,826524,794399,"3,964",149,31,0,51,1225
2018/06/19,19:41:00,826473,794097,"3,996",149,31,0,53,1214
2018/06/19,19:42:00,826479,793851,"4,028",149,31,0,53,1209
2018/06/19,19:43:00,826530,793664,"4,058",149,31,0,53,1133
2018/06/19,19:44:00,826528,793429,"4,087",149,31,0,53,1120
2018/06/19,19:45:00,826509,793163,"4,118",149,31,0,52,1191
2018/06/19,19:46:00,826523,792944,"4,148",149,31,0,52,1117
2018/06/19,19:47:00,826578,792769,"4,176",149,31,0,52,1095
2018/06/19,19:48:00,826597,792563,"4,205",149,31,0,52,1078
2018/06/19,19:49:00,826610,792348,"4,233",149,31,0,52,1094
2018/06/19,19:50:00,826593,792089,"4,264",149,31,0,51,1168
2018/06/19,19:51:00,826640,791904,"4,293",149,31,0,51,1107
2018/06/19,19:52:00,826619,791649,"4,323",149,31,0,51,1131
2018/06/19,19:53:00,826631,791439,"4,351",149,31,0,51,1067
2018/06/19,19:54:00,826623,791156,"4,385",149,31,0,53,1326
2018/06/19,19:55:00,826603,790861,"4,420",149,31,0,53,1329
2018/06/19,19:56:00,826682,790669,"4,454",149,31,0,53,1290
2018/06/19,19:57:00,826686,790399,"4,489",149,31,0,52,1320
2018/06/19,19:58:00,826689,790143,"4,521",149,31,0,52,1249
2018/06/19,19:59:00,826663,789855,"4,555",149,31,0,52,1270
2018/06/19,20:00:00,826649,789580,"4,588",149,31,0,52,1263
2018/06/19,20:01:00,826633,789288,"4,623",149,31,0,52,1336
2018/06/19,20:02:00,826694,789071,"4,658",149,31,0,52,1330
2018/06/19,20:03:00,826645,788769,"4,690",149,31,0,51,1233
2018/06/19,20:04:00,826714,788579,"4,723",149,31,0,51,1237
2018/06/19,20:05:00,826644,788252,"4,756",149,31,0,51,1258
2018/06/19,20:06:00,826643,787999,"4,788",149,31,0,51,1219
2018/06/19,20:07:00,826648,787738,"4,821",149,31,0,48,1286
2018/06/19,20:08:00,826617,787456,"4,853",149,31,0,48,1222
2018/06/19,20:09:00,826646,787248,"4,883",149,31,0,48,1141
2018/06/19,20:10:00,826639,787007,"4,913",149,31,0,47,1135
2018/06/19,20:11:00,826701,786815,"4,945",149,31,0,47,1216
2018/06/19,20:12:00,826667,786545,"4,975",149,31,0,47,1152
2018/06/19,20:13:00,826615,786252,"5,006",149,31,0,47,1181
2018/06/19,20:14:00,826586,785988,"5,036",149,31,0,47,1146
2018/06/19,20:15:00,826618,785782,"5,066",149,31,0,46,1147
2018/06/19,20:16:00,826613,785537,"5,097",149,31,0,46,1166
2018/06/19,20:17:00,826604,785288,"5,128",149,31,0,46,1167
2018/06/19,20:18:00,826537,784973,"5,160",149,31,0,46,1220
2018/06/19,20:19:00,826576,784754,"5,192",149,31,0,48,1244
2018/06/19,20:20:00,826614,784558,"5,222",149,31,0,48,1127
2018/06/19,20:21:00,826566,784280,"5,251",149,31,0,48,1130
2018/06/19,20:22:00,826525,784011,"5,281",149,31,0,48,1119
2018/06/19,20:23:00,826549,783798,"5,311",149,31,0,47,1146
2018/06/19,20:24:00,826599,783608,"5,341",149,31,0,47,1155
2018/06/19,20:25:00,826551,783323,"5,372",149,31,0,47,1165
2018/06/19,20:26:00,826542,783088,"5,401",149,31,0,47,1102
2018/06/19,20:27:00,826547,782847,"5,432",149,31,0,47,1196
2018/06/19,20:28:00,826561,782632,"5,461",149,31,0,46,1112
2018/06/19,20:29:00,826512,782365,"5,489",149,31,0,46,1075
2018/06/19,20:30:00,826541,782168,"5,518",149,31,0,46,1094
2018/06/19,20:31:00,826479,781882,"5,547",149,31,0,46,1108
2018/06/19,20:32:00,826459,781636,"5,576",149,31,0,48,1107
2018/06/19,20:33:00,826479,781437,"5,604",149,31,0,48,1063
2018/06/19,20:34:00,826445,781180,"5,633",149,31,0,48,1097
2018/06/19,20:35:00,826499,781001,"5,662",149,31,0,47,1123
2018/06/19,20:36:00,826458,780721,"5,693",149,31,0,47,1178
2018/06/19,20:37:00,826427,780463,"5,722",149,31,0,47,1117
2018/06/19,20:38:00,826414,780233,"5,750",149,31,0,47,1064
2018/06/19,20:39:00,826415,780014,"5,779",149,31,0,47,1075
2018/06/19,20:40:00,826481,779854,"5,807",149,31,0,46,1086
2018/06/19,20:41:00,826416,779583,"5,834",149,31,0,46,1025
2018/06/19,20:42:00,826432,779376,"5,862",149,31,0,46,1086
2018/06/19,20:43:00,826375,779110,"5,890",149,31,0,46,1038
2018/06/19,20:44:00,826427,778948,"5,917",149,31,0,46,1033
2018/06/19,20:45:00,826408,778727,"5,943",149,31,0,48,994
2018/06/19,20:46:00,826383,778486,"5,971",149,31,0,48,1065
2018/06/19,20:47:00,826372,778273,"5,997",149,31,0,48,992
2018/06/19,20:48:00,826351,778048,"6,023",149,31,0,47,1005
2018/06/19,20:49:00,826279,777761,"6,051",149,31,0,47,1074
2018/06/19,20:50:00,826290,777567,"6,078",149,31,0,47,1002
2018/06/19,20:51:00,826327,777385,"6,105",149,31,0,47,1063
2018/06/19,20:52:00,826306,777161,"6,132",149,31,0,47,1002
2018/06/19,20:53:00,826250,776909,"6,157",149,31,0,46,978
2018/06/19,20:54:00,826279,776727,"6,184",149,31,0,46,1027
2018/06/19,20:55:00,826232,776477,"6,211",149,31,0,46,1010
2018/06/19,20:56:00,826238,776291,"6,236",149,31,0,46,941
2018/06/19,20:57:00,826245,776106,"6,260",149,31,0,46,941
2018/06/19,20:58:00,826255,775926,"6,285",149,31,0,43,930
2018/06/19,20:59:00,826200,775669,"6,311",149,31,0,43,1009
2018/06/19,21:00:00,826159,775425,"6,338",149,31,0,42,1010
2018/06/19,21:01:00,826199,775262,"6,363",149,31,0,42,986
2018/06/19,21:02:00,826153,775021,"6,389",149,31,0,42,973
2018/06/19,21:03:00,826179,774841,"6,415",149,31,0,42,1005
2018/06/19,21:04:00,826218,774679,"6,441",149,31,0,42,977
2018/06/19,21:05:00,826181,774452,"6,466",149,31,0,41,946
2018/06/19,21:06:00,826185,774259,"6,491",149,31,0,41,969
2018/06/19,21:07:00,826149,774024,"6,517",149,31,0,41,991
2018/06/19,21:08:00,826153,773830,"6,543",149,31,0,41,974
2018/06/19,21:09:00,826204,773690,"6,567",149,31,0,41,925
2018/06/19,21:10:00,826205,773490,"6,593",149,31,0,40,990
2018/06/19,21:11:00,826171,773261,"6,619",149,31,0,43,972
2018/06/19,21:12:00,826172,773057,"6,645",149,31,0,43,1010
2018/06/19,21:13:00,826184,772869,"6,671",149,31,0,42,983
2018/06/19,21:14:00,826224,772714,"6,696",149,31,0,42,949
2018/06/19,21:15:00,826182,772493,"6,719",149,31,0,42,897
2018/06/19,21:16:00,826126,772250,"6,744",149,31,0,42,941
2018/06/19,21:17:00,826121,772038,"6,771",149,31,0,42,1024
2018/06/19,21:18:00,826099,771827,"6,795",149,31,0,41,940
2018/06/19,21:19:00,826087,771621,"6,821",149,31,0,41,962
2018/06/19,21:20:00,826117,771466,"6,844",149,31,0,41,904
2018/06/19,21:21:00,826111,771277,"6,868",149,31,0,41,906
2018/06/19,21:22:00,826093,771065,"6,893",149,31,0,41,965
2018/06/19,21:23:00,826056,770847,"6,917",149,31,0,43,907
2018/06/19,21:24:00,826079,770685,"6,941",149,31,0,43,907
2018/06/19,21:25:00,826066,770483,"6,966",149,31,0,43,939
2018/06/19,21:26:00,826067,770307,"6,989",149,31,0,42,876
2018/06/19,21:27:00,826130,770188,"7,012",149,31,0,42,880
2018/06/19,21:28:00,826097,769974,"7,036",149,31,0,42,907
2018/06/19,21:29:00,826044,769745,"7,059",149,31,0,42,889
2018/06/19,21:30:00,826024,769545,"7,082",149,31,0,42,898
2018/06/19,21:31:00,826033,769377,"7,105",149,31,0,41,874
2018/06/19,21:32:00,826013,769162,"7,131",149,31,0,41,973
2018/06/19,21:33:00,826061,769025,"7,155",149,31,0,41,901
2018/06/19,21:34:00,825983,768764,"7,179",149,31,0,41,934
2018/06/19,21:35:00,826011,768612,"7,202",149,31,0,41,883
2018/06/19,21:36:00,825972,768400,"7,225",149,31,0,43,872
2018/06/19,21:37:00,825979,768213,"7,250",149,31,0,43,960
2018/06/19,21:38:00,825981,768028,"7,275",149,31,0,43,927
2018/06/19,21:39:00,825948,767817,"7,298",149,31,0,42,895
2018/06/19,21:40:00,825977,767665,"7,321",149,31,0,42,889
2018/06/19,21:41:00,825981,767490,"7,345",149,31,0,42,888
2018/06/19,21:42:00,825975,767301,"7,369",149,31,0,42,911
2018/06/19,21:43:00,825913,767059,"7,393",149,31,0,42,916
2018/06/19,21:44:00,825906,766871,"7,416",149,31,0,41,902
2018/06/19,21:45:00,825912,766703,"7,439",149,31,0,41,863
2018/06/19,21:46:00,825824,766417,"7,466",149,32,0,41,1016
2018/06/19,21:47:00,825845,766226,"7,493",149,32,0,41,1047
2018/06/19,21:48:00,825915,766052,"7,524",149,32,0,40,1189
2018/06/19,21:49:00,825863,765592,"7,578",149,32,0,38,2050
2018/06/19,21:50:00,825885,765138,"7,640",149,32,0,38,2363
2018/06/19,21:51:00,825905,764533,"7,721",149,32,0,37,3108
2018/06/19,21:52:00,825848,763785,"7,812",149,32,0,37,3468
2018/06/19,21:53:00,825860,763167,"7,895",149,32,0,37,3141
2018/06/19,21:54:00,825810,762565,"7,968",149,32,0,37,2777
2018/06/19,21:55:00,825773,761939,"8,045",149,32,0,37,2960
2018/06/19,21:56:00,825726,761326,"8,120",149,32,0,36,2851
2018/06/19,21:57:00,825736,760712,"8,202",149,32,0,36,3122
2018/06/19,21:58:00,825698,760119,"8,275",149,32,0,36,2797
2018/06/19,21:59:00,825681,759533,"8,350",149,32,0,36,2862
2018/06/19,22:00:00,825713,759030,"8,421",149,32,0,36,2673
2018/06/19,22:01:00,825702,758505,"8,488",149,32,0,38,2587
2018/06/19,22:02:00,825688,757994,"8,554",149,32,0,38,2504
2018/06/19,22:03:00,825656,757464,"8,620",149,32,0,37,2519
2018/06/19,22:04:00,825598,756950,"8,681",149,32,0,37,2320
2018/06/19,22:05:00,825593,756474,"8,743",149,32,0,37,2375
2018/06/19,22:06:00,825554,755968,"8,806",149,32,0,37,2371
2018/06/19,22:07:00,825578,755529,"8,867",149,32,0,37,2325
2018/06/19,22:08:00,825539,755049,"8,925",149,32,0,36,2243
2018/06/19,22:09:00,825534,754603,"8,984",149,32,0,36,2229
2018/06/19,22:10:00,825470,754100,"9,043",149,32,0,36,2246
2018/06/19,22:11:00,825456,753664,"9,099",149,32,0,36,2140
2018/06/19,22:12:00,825446,753245,"9,153",149,32,0,36,2074
2018/06/19,22:13:00,825487,752902,"9,204",149,32,0,35,1926
2018/06/19,22:14:00,825470,752511,"9,254",149,32,0,38,1902
2018/06/19,22:15:00,825474,752154,"9,302",149,32,0,38,1827
2018/06/19,22:16:00,825388,751714,"9,350",149,32,0,37,1833
2018/06/19,22:17:00,825366,751333,"9,398",149,32,0,37,1831
2018/06/19,22:18:00,825380,750986,"9,446",149,32,0,37,1826
2018/06/19,22:19:00,825377,750631,"9,493",149,32,0,37,1789
2018/06/19,22:20:00,825312,750234,"9,538",149,32,0,37,1716
2018/06/19,22:21:00,825319,749901,"9,583",149,32,0,36,1725
2018/06/19,22:22:00,825317,749560,"9,628",149,32,0,36,1725
2018/06/19,22:23:00,816763,741493,"9,668",149,36,0,36,1533
2018/06/19,22:24:00,816007,740488,"9,711",149,41,0,37,1640
2018/06/19,22:25:00,815580,739828,"9,748",149,43,0,37,1404
2018/06/19,22:26:00,815291,739331,"9,780",149,45,0,38,1211
2018/06/19,22:27:00,814905,738817,"9,802",149,46,0,36,846
2018/06/19,22:28:00,814751,738449,"9,833",149,46,0,36,1179
2018/06/19,22:29:00,814468,738048,"9,853",149,47,0,36,746
2018/06/19,22:30:00,814226,737680,"9,873",149,47,0,37,768
2018/06/19,22:31:00,814122,737376,"9,901",149,48,0,37,1084
2018/06/19,22:32:00,813807,736908,"9,926",149,48,0,38,945
2018/06/19,22:33:00,813769,736649,"9,957",149,48,0,36,1162
2018/06/19,22:34:00,813553,736279,"9,980",149,49,0,36,903
2018/06/19,22:35:00,813316,735901,"10,002",149,49,0,37,847
2018/06/19,22:36:00,813171,735585,"10,028",149,49,0,37,958
2018/06/19,22:37:00,813077,735303,"10,054",149,49,0,38,1021
2018/06/19,22:38:00,812973,735000,"10,083",149,49,0,41,1084
2018/06/19,22:39:00,812795,734648,"10,109",149,49,0,41,991
2018/06/19,22:40:00,812584,734296,"10,131",149,50,0,42,837
2018/06/19,22:41:00,812447,734001,"10,154",149,50,0,42,889
2018/06/19,22:42:00,812387,733761,"10,179",149,50,0,43,965
2018/06/19,22:43:00,812489,733634,"10,209",149,50,0,43,1138
2018/06/19,22:44:00,812301,733303,"10,231",149,50,0,41,838
